id,tick,player_id,position_x,position_y,position_z,angle,hp,armor
1,91136,7,1496,1720,-7,266,100,100
1,91136,9,606,645,1,276,72,100
1,91136,12,-355,2028,-127,262,100,100
1,91136,2,-645,-788,116,174,100,100
1,91136,10,-1137,-642,127,129,98,100
1,91136,4,-1653,873,31,117,100,100
1,91136,8,-1832,2705,32,263,31,95
1,91392,2,-1104,-640,127,134,100,100
1,91392,7,1626,1789,0,251,100,100
1,91392,8,-1830,2705,32,263,31,95
1,91392,9,568,212,1,155,72,100
1,91392,4,-1648,956,30,123,100,100
1,91392,12,-212,2099,-126,235,100,100
1,91392,10,-1427,-245,133,112,98,100
1,91648,2,-1421,-264,130,131,100,100
1,91648,8,-1830,2705,32,263,31,95
1,91648,4,-1630,1170,30,142,100,100
1,91648,7,1787,1812,1,159,100,100
1,91648,10,-1557,180,2,102,98,100
1,91648,9,335,-228,-1,191,72,100
1,91648,12,-54,2130,-126,207,100,100
1,91904,10,-1616,525,34,101,98,100
1,91904,7,1787,1812,1,187,100,100
1,91904,8,-1623,2638,5,265,31,95
1,91904,9,62,-646,2,191,72,100
1,91904,12,71,2088,-125,354,100,100
1,91904,2,-1579,184,2,100,100,100
1,91904,4,-1757,1343,40,160,100,100
1,92160,10,-1670,780,30,101,98,100
1,92160,9,-416,-739,99,94,72,100
1,92160,12,276,2056,-124,137,100,100
1,92160,8,-1383,2289,0,325,31,95
1,92160,2,-1650,562,32,99,100,100
1,92160,4,-1820,1353,39,154,100,100
1,92160,7,1787,1812,1,188,100,100
1,92416,2,-1684,767,31,99,100,100
1,92416,7,1787,1812,1,188,100,100
1,92416,9,-914,-753,120,129,72,100
1,92416,4,-1869,1376,37,137,100,100
1,92416,8,-1027,2223,-9,354,31,95
1,92416,12,368,2057,-124,180,100,100
1,92416,10,-1662,967,29,122,98,100
1,92672,4,-1874,1378,36,117,100,100
1,92672,7,1787,1812,1,188,100,100
1,92672,9,-1187,-385,129,128,72,100
1,92672,12,636,2177,-92,220,100,100
1,92672,2,-1690,973,31,19,100,100
1,92672,10,-1746,1177,30,126,98,100
1,92672,8,-744,2407,-93,291,31,95
1,92928,12,813,2166,-41,191,100,100
1,92928,2,-1783,1146,32,1,100,100
1,92928,4,-1944,1518,36,86,100,100
1,92928,10,-1905,1343,32,90,98,100
1,92928,9,-1487,-51,148,95,72,100
1,92928,7,1787,1812,1,189,100,100
1,92928,8,-617,2444,-87,282,31,95
1,93184,8,-535,2377,-102,279,31,95
1,93184,10,-1955,1577,33,68,98,100
1,93184,12,971,2293,12,314,100,100
1,93184,2,-1936,1341,29,86,100,100
1,93184,4,-1951,1762,32,35,100,100
1,93184,9,-1586,417,1,100,72,100
1,93184,7,1784,1825,1,199,100,100
1,93440,4,-1643,1927,-1,85,100,100
1,93440,8,-783,2409,-68,154,31,95
1,93440,10,-2050,1988,1,15,98,100
1,93440,12,1004,2379,27,212,100,100
1,93440,7,1787,1812,1,190,100,100
1,93440,9,-1676,909,29,106,72,100
1,93440,2,-2003,1674,31,61,100,100
1,93696,7,1780,1840,1,203,100,100
1,93696,8,-1062,2496,17,235,31,95
1,93696,9,-1900,1335,32,108,72,100
1,93696,12,1004,2379,27,213,100,100
1,93696,4,-1394,1990,5,138,100,100
1,93696,2,-2025,1458,33,335,100,100
1,93696,10,-2056,2400,12,349,98,100
1,93952,8,-985,2193,-52,176,31,95
1,93952,12,700,2105,-68,176,100,100
1,93952,2,-2023,1346,29,341,100,100
1,93952,10,-1976,2379,8,26,98,100
1,93952,7,1653,1810,0,253,100,100
1,93952,9,-1956,1773,32,32,72,100
1,93952,4,-1394,1992,5,92,100,100
1,94208,4,-1478,1998,2,78,100,100
1,94208,8,-955,2143,-58,22,31,95
1,94208,9,-1641,2068,-5,40,72,100
1,94208,12,320,2056,-124,174,100,100
1,94208,2,-2019,1356,29,339,100,100
1,94208,10,-1915,2434,17,22,98,100
1,94208,7,1568,1645,0,245,100,100
1,94464,12,91,2056,-123,156,100,100
1,94464,10,-1929,2451,22,335,98,100
1,94464,9,-1369,2472,5,60,72,100
1,94464,2,-2023,1357,30,339,100,100
1,94464,4,-1591,1993,-2,50,100,100
1,94464,7,1563,1372,1,204,100,100
1,94464,8,-486,2108,-125,275,31,95
1,94720,12,186,2057,-124,158,100,100
1,94720,2,-2024,1357,29,339,100,100
1,94720,7,1574,939,-6,220,100,100
1,94720,4,-1722,1830,1,53,100,100
1,94720,8,-26,2183,-128,9,31,95
1,94720,9,-1366,2565,4,295,72,100
1,94720,10,-1922,2414,13,282,98,100
1,94976,9,-1389,2565,4,280,72,100
1,94976,12,596,2074,-69,142,100,100
1,94976,4,-1653,1678,2,72,100,100
1,94976,10,-2045,2398,11,20,98,100
1,94976,7,1236,826,17,173,100,100
1,94976,8,320,2281,-121,182,31,95
1,94976,2,-2020,1368,30,337,100,100
1,95232,10,-2032,2406,13,19,98,100
1,95232,12,1036,2070,0,181,100,100
1,95232,7,828,812,47,219,100,100
1,95232,2,-2028,1322,31,346,100,100
1,95232,4,-1640,1651,2,73,100,100
1,95232,8,562,2226,-109,356,31,95
1,95232,9,-1512,2667,7,13,72,100
1,95488,7,707,803,0,15,100,100
1,95488,8,1056,2188,5,346,31,95
1,95488,12,1336,2039,-3,177,100,100
1,95488,10,-2005,2391,10,22,98,100
1,95488,2,-2006,1443,31,333,100,100
1,95488,4,-1640,1651,2,73,100,100
1,95488,9,-1430,2676,16,355,72,100
1,95744,4,-1650,1654,2,73,100,100
1,95744,7,1125,676,6,342,100,100
1,95744,9,-1430,2676,16,347,72,100
1,95744,8,1318,1888,1,265,31,95
1,95744,12,1501,1839,-8,250,100,100
1,95744,2,-1980,1499,32,298,100,100
1,95744,10,-2011,2396,11,20,98,100
1,96000,10,-1879,2373,7,24,98,100
1,96000,4,-1659,1656,2,72,100,100
1,96000,7,1361,365,-150,32,100,100
1,96000,8,1415,1462,-7,223,31,95
1,96000,9,-1451,2695,15,347,72,100
1,96000,12,1481,1550,55,245,100,100
1,96000,2,-1990,1504,31,299,100,100
1,96256,4,-1648,1653,2,73,100,100
1,96256,7,1452,418,-132,112,100,100
1,96256,9,-1430,2676,16,353,72,100
1,96256,10,-1883,2402,13,24,98,100
1,96256,8,1378,987,-8,272,31,95
1,96256,12,1327,1228,-1,209,100,100
1,96256,2,-2025,1450,33,333,100,100
1,96512,4,-1657,1646,2,73,100,100
1,96512,9,-1430,2676,16,353,72,100
1,96512,12,1625,921,7,274,100,100
1,96512,2,-1988,1504,31,299,100,100
1,96512,10,-2046,2409,13,19,98,100
1,96512,8,1422,503,-50,281,31,95
1,96512,7,1465,364,-150,112,100,100
1,96768,2,-1988,1504,31,299,100,100
1,96768,7,1489,306,-166,112,100,100
1,96768,12,1662,491,55,255,100,100
1,96768,9,-1433,2709,16,344,72,100
1,96768,10,-1926,2420,14,337,98,100
1,96768,4,-1649,1643,2,73,100,100
1,96768,8,1292,201,-180,38,31,95
1,97024,7,1489,306,-166,162,100,100
1,97024,10,-1928,2388,8,342,98,100
1,97024,8,1305,231,-177,90,31,95
1,97024,9,-1430,2676,16,347,72,100
1,97024,12,1542,524,67,147,100,100
1,97024,2,-2021,1439,33,334,100,100
1,97024,4,-1643,1641,2,73,100,100
1,97280,7,1489,306,-166,161,100,100
1,97280,12,1571,325,-156,108,100,100
1,97280,2,-1972,1478,32,299,100,100
1,97280,10,-1965,2402,13,21,98,100
1,97280,4,-1661,1646,2,73,100,100
1,97280,8,1292,209,-180,90,31,95
1,97280,9,-1430,2676,16,244,72,100
1,97536,7,1406,201,-182,95,100,100
1,97536,8,1292,208,-180,90,31,95
1,97536,12,1571,224,-178,117,100,100
1,97536,4,-1661,1647,2,70,100,100
1,97536,2,-1980,1491,32,299,100,100
1,97536,10,-2092,2408,18,18,98,100
1,97536,9,-1430,2676,16,243,72,100
1,97792,9,-1435,2716,16,268,72,100
1,97792,12,1571,315,-159,124,100,100
1,97792,2,-1983,1495,31,299,100,100
1,97792,4,-1672,1656,2,62,100,100
1,97792,7,1406,201,-182,95,100,100
1,97792,8,1292,208,-180,90,31,95
1,97792,10,-2088,2408,17,18,98,100
1,98048,2,-1963,1520,33,75,100,100
1,98048,4,-1674,1625,2,121,100,100
1,98048,7,1406,201,-182,97,100,100
1,98048,9,-1529,2572,4,326,72,100
1,98048,12,1571,412,-125,129,100,100
1,98048,10,-1904,2337,2,354,98,100
1,98048,8,1292,360,-110,90,31,95
1,98304,2,-1949,1767,32,75,100,100
1,98304,4,-1674,1625,2,76,100,100
1,98304,7,1406,201,-182,97,100,100
1,98304,8,1305,526,-82,91,31,95
1,98304,12,1571,438,-116,131,100,100
1,98304,10,-1756,1912,26,306,98,100
1,98304,9,-1697,2123,24,232,72,100
1,98560,2,-1811,1891,0,319,100,100
1,98560,7,1406,201,-182,97,100,100
1,98560,4,-1707,1620,2,30,100,100
1,98560,8,1304,561,-69,91,31,95
1,98560,9,-1920,1875,0,355,72,100
1,98560,12,1571,456,-109,133,100,100
1,98560,10,-1619,1633,2,18,98,100
1,98816,8,1308,555,-72,91,31,95
1,98816,12,1571,464,-106,133,100,100
1,98816,10,-1630,1620,2,70,98,100
1,98816,4,-1707,1620,2,65,100,100
1,98816,2,-1679,1749,2,285,100,100
1,98816,7,1406,201,-182,97,100,100
1,98816,9,-1985,1480,31,334,72,100
1,99072,4,-1707,1620,2,63,100,100
1,99072,7,1449,232,-178,96,100,100
1,99072,10,-1630,1620,2,65,98,100
1,99072,12,1571,464,-106,133,100,100
1,99072,2,-1668,1620,2,63,100,100
1,99072,8,1310,553,-72,91,31,95
1,99072,9,-2142,1112,35,0,72,100
1,99328,4,-1707,1620,2,60,100,100
1,99328,9,-2115,1042,39,5,72,100
1,99328,12,1571,464,-106,133,100,100
1,99328,10,-1629,1620,2,66,98,100
1,99328,7,1406,201,-182,96,100,100
1,99328,8,1311,553,-72,91,31,95
1,99328,2,-1661,1620,2,72,100,100
1,99584,9,-2007,1042,37,5,72,100
1,99584,12,1571,464,-106,133,100,100
1,99584,2,-1661,1620,2,166,100,100
1,99584,4,-1707,1620,2,60,100,100
1,99584,10,-1629,1620,2,66,98,100
1,99584,7,1400,234,-177,97,100,100
1,99584,8,1310,553,-72,91,31,95
1,99840,9,-2007,1042,37,5,72,100
1,99840,7,1424,236,-177,95,100,100
1,99840,8,1319,553,-72,92,31,95
1,99840,2,-1661,1620,2,67,100,100
1,99840,4,-1707,1620,2,16,100,100
1,99840,10,-1626,1620,2,66,98,100
1,99840,12,1571,447,-112,132,100,100
1,100096,10,-1626,1620,2,66,98,100
1,100096,12,1571,448,-112,132,100,100
1,100096,8,1325,369,-142,91,31,95
1,100096,9,-2007,1042,37,5,72,100
1,100096,2,-1661,1620,2,72,100,100
1,100096,4,-1707,1620,2,60,100,100
1,100096,7,1440,237,-177,97,100,100
1,100352,10,-1626,1620,2,66,38,69
1,100352,2,-1622,1728,61,59,41,70
1,100352,7,1435,239,-177,98,100,100
1,100352,8,1330,201,-182,91,31,95
1,100352,9,-1948,1461,34,58,66,96
1,100352,12,1571,448,-112,132,100,100
1,100352,4,-1707,1620,2,60,44,71
1,100608,8,1310,350,-147,90,31,95
1,100608,9,-1884,1814,18,18,66,96
1,100608,2,-1410,1903,6,84,41,70
1,100608,4,-1707,1620,2,60,44,71
1,100608,7,1421,209,-182,96,100,100
1,100608,10,-1626,1620,2,67,38,69
1,100608,12,1571,443,-114,132,100,100
1,100864,5,182,2439,-120,356,100,0
1,100864,6,-1141,-808,116,111,100,0
1,100864,9,-822,-795,117,106,100,96
1,100864,12,351,2352,-120,202,100,100
1,100864,2,-760,-836,117,128,100,70
1,100864,4,-857,-738,122,32,100,71
1,100864,10,-980,-754,120,212,100,69
1,100864,8,160,2369,-119,23,100,95
1,100864,3,258,2480,-121,292,100,0
1,100864,7,334,2433,-120,230,100,100
1,101120,6,-1141,-808,116,111,100,0
1,101120,12,351,2352,-120,154,100,100
1,101120,2,-760,-836,117,114,100,70
1,101120,7,334,2433,-120,183,100,100
1,101120,8,160,2369,-119,4,100,95
1,101120,9,-822,-795,117,100,100,96
1,101120,5,182,2439,-120,356,100,0
1,101120,10,-980,-754,120,349,100,69
1,101120,3,258,2480,-121,249,100,0
1,101120,4,-857,-738,122,208,100,71
1,101376,7,334,2433,-120,181,100,100
1,101376,8,160,2369,-119,342,100,95
1,101376,9,-822,-795,117,168,100,96
1,101376,10,-980,-754,120,349,100,69
1,101376,12,351,2352,-120,113,100,100
1,101376,2,-760,-836,117,146,100,70
1,101376,3,258,2480,-121,299,100,0
1,101376,4,-857,-738,122,295,100,71
1,101376,5,182,2439,-120,356,100,100
1,101376,6,-1141,-808,116,111,100,0
1,101632,8,160,2369,-119,74,100,95
1,101632,12,351,2352,-120,179,100,100
1,101632,2,-760,-836,117,69,100,70
1,101632,10,-980,-754,120,248,100,69
1,101632,4,-857,-738,122,204,100,71
1,101632,7,334,2433,-120,228,100,100
1,101632,9,-822,-795,117,167,100,96
1,101632,3,258,2480,-121,248,100,0
1,101632,5,182,2439,-120,274,100,100
1,101632,6,-1141,-808,116,111,100,0
1,101888,2,-760,-836,117,39,100,70
1,101888,3,258,2480,-121,229,100,0
1,101888,7,334,2433,-120,228,100,100
1,101888,8,160,2369,-119,59,100,95
1,101888,9,-822,-795,117,10,100,96
1,101888,10,-980,-754,120,132,100,69
1,101888,12,351,2352,-120,217,100,100
1,101888,4,-857,-738,122,204,100,71
1,101888,5,182,2439,-120,340,100,100
1,101888,6,-1141,-808,116,111,100,0
1,102144,2,-760,-836,117,31,100,70
1,102144,3,258,2480,-121,313,100,100
1,102144,7,334,2433,-120,224,100,100
1,102144,5,182,2439,-120,340,100,100
1,102144,4,-857,-738,122,204,100,71
1,102144,8,160,2369,-119,354,100,95
1,102144,9,-822,-795,117,30,100,96
1,102144,12,351,2352,-120,219,100,100
1,102144,6,-1141,-808,116,111,100,0
1,102144,10,-980,-754,120,130,100,69
1,102400,10,-980,-754,120,130,100,69
1,102400,2,-760,-836,117,31,100,70
1,102400,4,-857,-738,122,183,100,71
1,102400,8,160,2369,-119,354,100,95
1,102400,5,182,2439,-120,340,100,100
1,102400,6,-1141,-808,116,117,100,100
1,102400,9,-822,-795,117,31,100,96
1,102400,12,351,2352,-120,187,100,100
1,102400,3,258,2480,-121,314,100,100
1,102400,7,334,2433,-120,225,100,100
1,102656,10,-980,-754,120,129,100,69
1,102656,2,-760,-836,117,31,100,70
1,102656,4,-857,-738,122,183,100,71
1,102656,9,-822,-795,117,31,100,96
1,102656,12,351,2352,-120,163,100,100
1,102656,3,258,2480,-121,322,100,100
1,102656,5,182,2439,-120,340,100,100
1,102656,6,-1141,-808,116,118,100,100
1,102656,7,334,2433,-120,219,100,100
1,102656,8,160,2369,-119,354,100,95
1,102912,12,351,2352,-120,149,100,100
1,102912,2,-760,-836,117,31,100,70
1,102912,4,-857,-738,122,179,100,71
1,102912,10,-980,-754,120,129,100,69
1,102912,7,334,2433,-120,219,100,100
1,102912,8,160,2369,-119,20,100,95
1,102912,9,-822,-795,117,18,100,96
1,102912,3,258,2480,-121,322,100,100
1,102912,5,182,2439,-120,340,100,100
1,102912,6,-1141,-808,116,114,100,100
1,103168,5,182,2439,-120,340,100,100
1,103168,9,-822,-795,117,11,100,96
1,103168,2,-760,-836,117,31,100,70
1,103168,4,-857,-738,122,179,100,71
1,103168,6,-1141,-808,116,114,100,100
1,103168,10,-980,-754,120,129,100,69
1,103168,8,160,2369,-119,22,100,95
1,103168,12,351,2352,-120,177,100,100
1,103168,3,258,2480,-121,322,100,100
1,103168,7,334,2433,-120,219,100,100
1,103424,10,-1035,-685,129,127,100,69
1,103424,9,-737,-785,117,12,100,96
1,103424,3,336,2450,-119,318,100,100
1,103424,7,284,2373,-120,219,100,100
1,103424,5,254,2415,-121,340,100,100
1,103424,6,-1178,-726,120,114,100,100
1,103424,12,291,2292,-118,211,100,100
1,103424,2,-687,-816,116,70,100,70
1,103424,4,-945,-738,122,180,100,71
1,103424,8,198,2414,-120,346,100,95
1,103680,10,-1347,-320,129,121,100,69
1,103680,4,-1314,-423,129,128,100,71
1,103680,9,-297,-697,79,10,100,96
1,103680,2,-397,-843,89,90,100,70
1,103680,3,690,2297,-23,73,100,100
1,103680,5,629,2236,-75,12,100,100
1,103680,6,-1400,-278,129,118,100,100
1,103680,7,-109,2166,-127,219,100,100
1,103680,8,587,2193,-105,34,100,95
1,103680,12,-183,2183,-125,179,100,100
1,103936,7,-550,2270,-89,273,100,100
1,103936,8,668,2379,3,176,100,95
1,103936,10,-1513,119,3,100,100,69
1,103936,9,-13,-660,25,56,100,96
1,103936,2,-384,-865,87,90,100,70
1,103936,3,635,2378,36,243,100,100
1,103936,4,-1554,22,53,105,100,71
1,103936,5,568,2319,14,67,100,100
1,103936,6,-1535,196,4,99,100,100
1,103936,12,-655,2258,-118,186,100,100
1,104192,4,-1627,484,27,97,100,71
1,104192,2,-394,-872,89,90,100,70
1,104192,10,-1613,605,31,100,100,69
1,104192,5,564,2320,14,59,100,100
1,104192,6,-1637,674,32,88,100,100
1,104192,7,-1023,2213,-33,190,100,100
1,104192,8,564,2352,16,260,100,95
1,104192,9,184,-473,27,54,100,96
1,104192,12,-1151,2199,0,187,100,100
1,104192,3,560,2312,127,223,100,100
1,104448,10,-1584,1081,34,23,100,69
1,104448,12,-1593,2139,-6,206,100,100
1,104448,5,560,2223,-97,263,100,100
1,104448,2,-423,-872,94,89,100,70
1,104448,3,424,1932,131,249,100,100
1,104448,4,-1686,959,31,120,100,71
1,104448,6,-1490,1093,36,7,100,100
1,104448,7,-1475,2170,0,216,100,100
1,104448,8,524,2204,127,253,100,95
1,104448,9,279,-340,0,50,100,96
1,104704,3,276,1544,2,212,100,100
1,104704,9,-8,-685,11,178,100,96
1,104704,6,-1121,1232,-86,34,100,100
1,104704,10,-1110,1162,3,65,100,69
1,104704,4,-1753,983,37,112,100,71
1,104704,7,-1855,1915,0,252,100,100
1,104704,8,346,1770,96,248,100,95
1,104704,12,-1909,1849,12,267,100,100
1,104704,5,870,2170,-24,353,100,100
1,104704,2,-408,-872,91,90,100,70
1,104960,8,278,1550,74,125,48,87
1,104960,2,-880,-806,116,154,100,70
1,104960,7,-1942,1757,32,271,100,100
1,104960,9,-493,-743,112,103,100,96
1,104960,12,-1975,1629,31,284,85,100
1,104960,5,1327,2306,16,272,100,100
1,104960,6,-846,1486,-110,294,100,100
1,104960,10,-974,1419,-113,4,100,69
1,104960,3,273,1543,2,211,100,100
1,104960,4,-1676,890,30,117,100,71
1,105216,4,-1661,854,30,109,100,71
1,105216,7,-2003,1536,31,299,100,100
1,105216,8,317,1812,96,60,48,87
1,105216,9,-983,-724,127,138,100,96
1,105216,12,-2025,1397,33,338,85,100
1,105216,5,1238,2645,127,274,100,100
1,105216,6,-440,1488,-126,87,100,100
1,105216,2,-1270,-501,132,137,100,70
1,105216,3,332,1728,74,256,100,100
1,105216,10,-678,1376,-111,9,100,69
1,105472,5,940,2594,95,229,100,100
1,105472,2,-1493,-61,132,106,100,70
1,105472,3,436,1855,95,246,100,100
1,105472,9,-1313,-373,129,108,100,96
1,105472,10,-366,1559,-126,114,100,69
1,105472,4,-1663,848,30,108,100,71
1,105472,7,-1887,1380,35,285,100,100
1,105472,8,541,2133,127,29,48,87
1,105472,12,-2025,1227,32,354,85,100
1,105472,6,-541,1779,-117,35,100,100
1,105728,10,-557,1787,-117,50,100,69
1,105728,2,-1675,334,0,97,100,70
1,105728,7,-1864,1374,37,326,78,96
1,105728,5,1187,2695,95,277,100,100
1,105728,6,-563,2053,-117,1,100,100
1,105728,12,-2014,1185,32,355,85,100
1,105728,3,462,1836,96,236,100,100
1,105728,8,639,2402,127,250,48,87
1,105728,9,-1407,7,69,106,100,96
1,105984,2,-1661,718,31,106,100,70
1,105984,7,-1980,1406,29,306,78,96
1,105984,9,-1470,166,2,105,100,96
1,105984,5,870,2520,95,226,100,100
1,105984,6,-599,2157,-119,176,100,100
1,105984,3,479,1811,102,233,100,100
1,105984,8,521,2249,-117,192,48,87
1,105984,10,-535,1820,-119,46,100,69
1,105984,12,-2025,1375,31,327,85,100
1,106240,7,-1968,1459,32,299,78,96
1,106240,8,169,2292,-118,209,48,87
1,106240,3,444,1839,95,123,100,100
1,106240,5,590,2209,-102,189,99,100
1,106240,6,-917,2427,-35,150,100,100
1,106240,9,-1610,564,32,103,100,96
1,106240,12,-2029,1305,31,340,85,100
1,106240,10,-420,2003,-83,68,97,69
1,106496,6,-1258,2676,129,194,100,100
1,106496,12,-2168,1042,40,10,84,100
1,106496,3,356,1719,75,241,100,100
1,106496,8,181,2239,-127,205,48,87
1,106496,9,-1624,903,36,121,12,76
1,106496,5,197,2056,-124,176,99,100
1,106496,10,-339,2396,-90,279,86,69
1,106752,10,-337,2423,-80,273,86,69
1,106752,9,-1674,849,30,128,12,76
1,106752,5,-58,2012,-49,152,99,100
1,106752,6,-1570,2853,9,256,100,100
1,106752,12,-2168,1042,40,1,84,100
1,106752,3,281,1519,2,184,100,100
1,106752,8,-44,2039,-122,213,48,87
1,107008,10,-337,2423,-80,276,86,69
1,107008,12,-2168,1082,39,0,84,100
1,107008,3,273,1535,2,181,100,100
1,107008,8,33,2123,-127,188,48,87
1,107008,5,-64,2010,-49,152,99,100
1,107008,6,-1932,2739,30,266,100,100
1,107264,5,-64,2010,-49,157,99,100
1,107264,10,-337,2423,-80,276,86,69
1,107264,8,143,2291,-118,214,48,87
1,107264,3,311,1531,2,185,100,100
1,107264,6,-1988,2360,5,267,100,100
1,107264,12,-2182,1157,35,5,84,100
1,107520,3,273,1532,2,185,100,100
1,107520,8,148,2374,-120,227,48,87
1,107520,10,-337,2423,-80,276,86,69
1,107520,5,-64,2029,-49,171,99,100
1,107520,6,-2041,2167,0,271,100,100
1,107520,12,-2024,1182,32,3,84,100
1,107776,3,203,1478,0,184,100,100
1,107776,8,146,2295,-118,214,48,87
1,107776,6,-2002,1830,26,277,100,100
1,107776,5,-63,2052,-49,173,99,100
1,107776,10,-337,2423,-80,264,86,69
1,108032,5,-63,2052,-49,173,99,100
1,108032,10,-337,2423,-80,277,86,69
1,108032,3,22,1351,0,176,100,100
1,108032,8,-131,2200,-126,177,48,87
1,108032,6,-1962,1364,28,337,100,100
1,108288,5,-63,2052,-49,173,99,100
1,108288,3,-177,1276,11,159,100,100
1,108288,8,-201,2089,-125,177,48,87
1,108288,6,-1740,1067,33,350,100,100
1,108288,10,-337,2423,-80,264,86,69
1,108544,10,-362,2420,-83,273,86,69
1,108544,3,-266,1103,32,104,100,100
1,108544,5,-64,2027,-49,132,99,100
1,108544,6,-2014,1423,32,12,100,100
1,108800,5,-64,2010,-49,132,99,100
1,108800,3,-287,972,-11,100,100,100
1,108800,6,-1962,1895,1,273,100,100
1,109056,5,-51,2054,-123,171,99,100
1,109056,6,-1738,2122,-4,4,100,100
1,109056,3,-397,1165,-98,108,100,100
1,109312,6,-1449,2216,0,353,100,100
1,109312,5,-50,2064,-123,173,99,100
1,109312,3,-411,1406,-126,180,100,100
1,109568,6,-1366,2246,0,351,16,81
1,109568,3,-429,1638,-125,104,100,100
1,109824,3,-429,1861,-126,130,100,100
1,109824,6,-1289,2190,3,350,16,81
1,110080,6,-1124,2272,0,340,16,81
1,110080,3,-355,2032,-127,168,100,100
1,110336,6,-817,2197,-104,357,16,81
1,110592,6,-791,2196,-109,0,16,81
1,110848,5,334,2433,-120,230,100,0
1,110848,7,258,2480,-121,292,100,0
1,110848,8,351,2352,-120,202,100,0
1,110848,9,-1141,-808,116,111,100,0
1,110848,12,160,2369,-119,23,100,0
1,110848,6,-657,-755,119,208,100,81
1,110848,10,-1015,-808,116,182,100,0
1,110848,2,-1181,-754,120,41,100,0
1,110848,3,182,2439,-120,356,100,0
1,110848,4,-696,-806,116,177,100,0
1,111104,6,-657,-755,119,147,100,81
1,111104,8,351,2352,-120,202,100,0
1,111104,2,-1181,-754,120,357,100,0
1,111104,3,182,2439,-120,356,100,0
1,111104,4,-696,-806,116,177,100,0
1,111104,5,334,2433,-120,185,100,0
1,111104,10,-1015,-808,116,25,100,0
1,111104,7,258,2480,-121,250,100,0
1,111104,9,-1141,-808,116,3,100,0
1,111104,12,160,2369,-119,23,100,0
1,111360,9,-1141,-808,116,5,100,0
1,111360,2,-1181,-754,120,355,100,0
1,111360,4,-696,-806,116,178,100,0
1,111360,7,258,2480,-121,250,100,0
1,111360,6,-657,-755,119,14,100,81
1,111360,10,-1015,-808,116,23,100,0
1,111360,8,351,2352,-120,173,100,0
1,111360,12,160,2369,-119,23,100,0
1,111360,3,182,2439,-120,356,100,0
1,111360,5,334,2433,-120,288,100,0
1,111616,5,334,2433,-120,317,100,0
1,111616,9,-1141,-808,116,6,100,0
1,111616,12,160,2369,-119,254,100,0
1,111616,2,-1181,-754,120,345,100,100
1,111616,4,-696,-806,116,178,100,0
1,111616,7,258,2480,-121,251,100,0
1,111616,6,-657,-755,119,14,100,81
1,111616,10,-1015,-808,116,162,100,0
1,111616,8,351,2352,-120,139,100,0
1,111616,3,182,2439,-120,356,100,0
1,111872,4,-696,-806,116,178,100,0
1,111872,7,258,2480,-121,252,100,0
1,111872,2,-1181,-754,120,347,100,100
1,111872,3,182,2439,-120,293,100,0
1,111872,5,334,2433,-120,317,100,0
1,111872,8,351,2352,-120,140,100,0
1,111872,9,-1141,-808,116,12,100,100
1,111872,12,160,2369,-119,254,100,0
1,111872,6,-657,-755,119,10,100,81
1,111872,10,-1015,-808,116,171,100,0
1,112128,7,258,2480,-121,252,100,100
1,112128,6,-657,-755,119,9,100,81
1,112128,10,-1015,-808,116,162,100,0
1,112128,12,160,2369,-119,20,100,0
1,112128,2,-1181,-754,120,352,100,100
1,112128,3,182,2439,-120,266,100,0
1,112128,9,-1141,-808,116,12,100,100
1,112128,5,334,2433,-120,317,100,0
1,112128,4,-696,-806,116,154,100,0
1,112128,8,351,2352,-120,344,100,0
1,112384,9,-1141,-808,116,14,100,100
1,112384,12,160,2369,-119,17,100,0
1,112384,2,-1181,-754,120,354,100,100
1,112384,3,182,2439,-120,346,100,0
1,112384,4,-696,-806,116,171,100,100
1,112384,7,258,2480,-121,252,100,100
1,112384,6,-657,-755,119,9,100,81
1,112384,8,351,2352,-120,331,100,0
1,112384,10,-1015,-808,116,166,100,100
1,112384,5,334,2433,-120,317,100,0
1,112640,8,351,2352,-120,332,100,0
1,112640,9,-1141,-808,116,73,100,100
1,112640,5,334,2433,-120,317,100,0
1,112640,12,160,2369,-119,42,100,0
1,112640,2,-1181,-754,120,358,100,100
1,112640,3,182,2439,-120,329,100,0
1,112640,4,-696,-806,116,176,100,100
1,112640,7,258,2480,-121,244,100,100
1,112640,6,-657,-755,119,9,100,81
1,112640,10,-1015,-808,116,179,100,100
1,112896,5,334,2433,-120,317,100,0
1,112896,6,-657,-755,119,9,100,81
1,112896,7,258,2480,-121,244,100,100
1,112896,8,351,2352,-120,332,100,0
1,112896,9,-1141,-808,116,117,100,100
1,112896,10,-1015,-808,116,6,100,100
1,112896,2,-1181,-754,120,3,100,100
1,112896,3,182,2439,-120,247,100,0
1,112896,4,-696,-806,116,176,100,100
1,112896,12,160,2369,-119,261,100,0
1,113152,10,-1015,-808,116,6,100,100
1,113152,12,160,2369,-119,212,100,0
1,113152,7,258,2480,-121,244,100,100
1,113152,5,334,2433,-120,317,100,0
1,113152,9,-1141,-808,116,117,100,100
1,113152,2,-1181,-754,120,3,100,100
1,113152,3,182,2439,-120,239,100,0
1,113152,4,-696,-806,116,176,100,100
1,113152,8,351,2352,-120,332,100,0
1,113152,6,-657,-755,119,9,100,81
1,113408,4,-859,-861,117,176,100,100
1,113408,9,-1230,-693,123,115,100,100
1,113408,12,105,2193,-128,199,100,0
