id,tick,player_id,position_x,position_y,position_z,angle,hp,armor
1,13056,7,182,2439,-120,280,100,93
1,13056,9,-367,-808,83,167,100,100
1,13056,12,351,2352,-120,327,100,100
1,13056,2,-1076,-843,116,2,100,0
1,13056,6,-696,-806,116,29,100,100
1,13056,10,-657,-755,119,350,100,100
1,13056,4,-822,-795,117,166,100,0
1,13056,8,334,2433,-120,317,100,53
1,13056,3,258,2480,-121,224,100,100
1,13312,6,-696,-806,116,31,100,100
1,13312,8,334,2433,-120,258,100,53
1,13312,2,-1076,-843,116,2,100,0
1,13312,3,258,2480,-121,223,100,100
1,13312,7,182,2439,-120,269,100,93
1,13312,5,160,2369,-119,244,100,100
1,13312,9,-367,-808,83,91,100,100
1,13312,12,351,2352,-120,327,100,100
1,13312,4,-822,-795,117,166,100,100
1,13312,10,-657,-755,119,350,100,100
1,13568,12,351,2352,-120,327,100,100
1,13568,8,334,2433,-120,302,100,53
1,13568,5,160,2369,-119,57,100,100
1,13568,6,-696,-806,116,31,100,100
1,13568,10,-657,-755,119,350,100,100
1,13568,4,-822,-795,117,157,100,100
1,13568,7,182,2439,-120,264,100,93
1,13568,9,-367,-808,83,91,100,100
1,13568,2,-1076,-843,116,2,100,0
1,13568,3,258,2480,-121,221,100,100
1,13824,4,-822,-795,117,157,100,100
1,13824,12,351,2352,-120,327,100,100
1,13824,8,334,2433,-120,320,100,53
1,13824,9,-367,-808,83,91,100,100
1,13824,2,-1076,-843,116,2,100,0
1,13824,3,258,2480,-121,219,100,100
1,13824,5,160,2369,-119,259,100,100
1,13824,6,-696,-806,116,32,100,100
1,13824,10,-657,-755,119,350,100,100
1,13824,7,182,2439,-120,263,100,93
1,14080,7,182,2439,-120,264,100,93
1,14080,5,160,2369,-119,259,100,100
1,14080,6,-696,-806,116,32,100,100
1,14080,4,-822,-795,117,157,100,100
1,14080,2,-1076,-843,116,2,100,0
1,14080,3,258,2480,-121,219,100,100
1,14080,8,334,2433,-120,302,100,53
1,14080,10,-657,-755,119,350,100,100
1,14080,9,-367,-808,83,91,100,100
1,14080,12,351,2352,-120,327,100,100
1,14336,7,118,2244,-127,219,100,93
1,14336,5,53,2201,-129,209,100,100
1,14336,10,-492,-884,108,322,100,100
1,14336,12,534,2249,-113,278,100,100
1,14336,3,298,2406,-120,254,100,100
1,14336,6,-531,-693,129,20,100,100
1,14336,9,-375,-599,145,91,100,100
1,14336,2,-865,-832,116,3,100,0
1,14336,4,-1017,-714,129,157,100,100
1,14336,8,467,2286,-118,339,100,53
1,14592,9,-409,-146,0,81,100,100
1,14592,10,-299,-1163,77,89,100,100
1,14592,6,-442,-247,0,94,100,100
1,14592,3,699,2199,-71,345,100,100
1,14592,7,-322,2023,-127,264,100,93
1,14592,2,-467,-814,103,89,100,0
1,14592,5,-354,2294,-115,271,100,100
1,14592,4,-1347,-355,128,124,100,100
1,14592,8,942,2196,-4,347,100,53
1,14592,12,1011,2110,-2,253,100,100
1,14848,8,1411,2083,-9,199,100,53
1,14848,6,-450,218,-1,87,100,100
1,14848,10,-296,-1083,78,80,100,100
1,14848,12,1308,1856,1,176,100,100
1,14848,2,-435,-808,97,89,100,0
1,14848,3,1174,2103,1,299,100,100
1,14848,7,-551,1789,-118,299,100,93
1,14848,9,-507,325,3,87,100,100
1,14848,4,-1546,83,6,98,100,100
1,14848,5,-823,2369,-72,163,100,100
1,15104,12,1296,1367,1,200,100,100
1,15104,10,14,-718,32,47,100,100
1,15104,3,1253,2038,1,280,100,100
1,15104,4,-1634,569,32,100,100,100
1,15104,8,1647,1969,28,231,100,53
1,15104,6,-434,639,0,93,100,100
1,15104,5,-1224,2650,123,134,100,100
1,15104,2,-433,-808,96,89,100,0
1,15104,7,-569,2081,-118,287,100,93
1,15104,9,-473,813,-7,87,100,100
1,15360,7,-660,2320,-114,288,100,93
1,15360,12,1325,913,0,184,100,100
1,15360,2,-372,-745,89,89,100,0
1,15360,6,-176,1015,1,111,100,100
1,15360,10,202,-289,2,51,100,100
1,15360,4,-1730,991,36,116,100,100
1,15360,3,1259,2190,3,189,100,100
1,15360,5,-1510,2447,0,234,100,100
1,15360,8,1530,1676,1,152,100,53
1,15360,9,-431,1146,-92,27,100,100
1,15616,2,-430,-326,0,84,100,0
1,15616,4,-1759,984,38,112,100,100
1,15616,7,-469,2098,-126,277,100,93
1,15616,10,193,161,8,107,100,100
1,15616,8,1435,1481,-7,127,100,53
1,15616,9,-326,1213,-99,84,100,100
1,15616,6,-156,1232,0,46,100,100
1,15616,12,1131,598,6,142,100,100
1,15616,3,870,2274,-16,203,100,100
1,15616,5,-1700,2120,-5,233,100,100
1,15872,2,-417,164,0,89,100,0
1,15872,3,669,2302,7,231,100,100
1,15872,4,-1759,984,38,111,100,100
1,15872,10,-151,484,22,124,100,100
1,15872,5,-1910,1996,-3,259,100,100
1,15872,7,-197,2050,-124,217,100,93
1,15872,8,1506,1955,-10,176,100,53
1,15872,9,-366,1328,-124,99,100,100
1,15872,12,909,799,5,200,100,100
1,15872,6,12,1470,0,12,100,100
1,16128,8,1458,2352,10,194,100,53
1,16128,9,-436,1385,-126,88,100,100
1,16128,12,825,915,0,223,100,100
1,16128,3,716,2379,25,236,100,100
1,16128,5,-1813,1978,-2,258,100,100
1,16128,6,183,1363,0,67,100,100
1,16128,10,-165,965,1,116,100,100
1,16128,7,158,2102,-126,5,100,93
1,16128,2,-313,638,0,80,100,0
1,16128,4,-1710,986,34,116,100,100
1,16384,8,1302,2632,97,214,100,53
1,16384,10,-176,1257,0,124,100,100
1,16384,6,250,1353,0,70,100,100
1,16384,3,672,2379,3,243,100,100
1,16384,4,-1738,990,37,114,100,100
1,16384,2,-195,1082,0,66,100,0
1,16384,5,-1899,1937,-1,260,100,100
1,16384,7,625,2191,-95,72,100,93
1,16384,9,-275,1364,-14,87,100,100
1,16384,12,542,961,1,285,100,100
1,16640,8,1182,2627,96,214,100,53
1,16640,9,-203,1435,28,354,100,100
1,16640,2,-41,1350,0,42,100,0
1,16640,4,-1699,995,32,119,100,100
1,16640,7,693,2350,22,173,100,93
1,16640,5,-1883,1968,-1,257,100,100
1,16640,6,327,1412,0,76,100,100
1,16640,12,516,1019,2,296,100,100
1,16640,3,648,2370,1,245,100,100
1,16640,10,-26,1467,0,22,100,100
1,16896,4,-1700,994,32,119,100,100
1,16896,9,23,1463,0,188,80,93
1,16896,12,517,1016,2,297,100,100
1,16896,2,187,1334,1,65,40,0
1,16896,3,611,2378,32,250,100,100
1,16896,5,-1869,1981,-2,257,100,100
1,16896,6,489,1599,1,1,100,99
1,16896,10,157,1514,2,40,62,87
1,16896,7,702,2371,23,209,100,93
1,16896,8,1143,2586,96,220,100,53
1,17152,4,-1764,993,38,112,100,100
1,17152,5,-1851,1929,0,256,100,100
1,17152,6,489,1599,1,133,100,99
1,17152,8,1229,2582,98,223,100,53
1,17152,9,72,1436,0,112,80,93
1,17152,12,517,1016,2,297,100,100
1,17152,2,189,1334,1,66,40,0
1,17152,3,564,2379,14,349,100,100
1,17152,7,625,2379,0,210,100,93
1,17152,10,260,1509,1,64,62,87
1,17408,6,489,1599,1,95,100,99
1,17408,2,189,1334,1,66,40,0
1,17408,4,-1770,992,38,109,100,100
1,17408,7,596,2379,14,297,100,93
1,17408,9,125,1505,1,322,80,93
1,17408,5,-1781,1951,-2,224,100,100
1,17408,10,324,1543,3,74,62,87
1,17408,12,516,1019,2,297,100,100
1,17408,3,564,2379,14,309,100,100
1,17408,8,1103,2623,96,223,100,53
1,17664,7,596,2379,14,201,100,93
1,17664,12,516,1019,2,296,100,100
1,17664,2,186,1334,1,65,40,0
1,17664,5,-1876,1903,0,252,100,100
1,17664,10,425,1574,2,79,62,87
1,17664,9,172,1515,2,193,80,93
1,17664,3,564,2379,14,277,100,100
1,17664,4,-1923,1086,33,94,100,100
1,17664,6,489,1599,1,88,100,99
1,17664,8,1125,2604,96,223,100,53
1,17920,9,204,1511,1,191,80,93
1,17920,10,417,1574,2,78,62,87
1,17920,5,-1878,1814,79,221,100,100
1,17920,2,159,1336,1,64,40,0
1,17920,3,564,2379,14,280,100,100
1,17920,12,516,1019,2,296,100,100
1,17920,6,489,1599,1,109,100,99
1,17920,4,-1942,1351,29,353,100,100
1,17920,7,596,2379,14,228,100,93
1,17920,8,1066,2677,94,227,100,53
1,18176,8,840,2655,95,237,100,53
1,18176,12,516,1019,2,296,100,100
1,18176,2,138,1342,1,90,40,0
1,18176,4,-1708,1308,38,330,100,100
1,18176,7,512,2360,127,255,100,93
1,18176,3,564,2377,14,279,100,100
1,18176,9,216,1490,0,189,80,93
1,18176,5,-1878,1832,79,215,100,100
1,18176,6,489,1599,1,137,100,99
1,18176,10,385,1606,3,96,62,87
1,18432,10,309,1669,37,91,62,87
1,18432,12,516,1019,2,296,100,100
1,18432,2,137,1347,0,89,40,0
1,18432,9,264,1496,1,73,80,93
1,18432,5,-1878,1832,79,217,100,100
1,18432,6,489,1599,1,137,100,99
1,18432,3,702,2285,-26,190,100,100
1,18432,4,-1493,1202,36,347,100,100
1,18432,7,311,2219,98,269,100,93
1,18432,8,678,2524,95,247,100,53
1,18688,3,581,2141,-101,184,100,100
1,18688,4,-1283,1116,32,38,100,100
1,18688,8,772,2395,127,232,100,53
1,18688,6,487,1618,2,92,100,99
1,18688,2,135,1350,0,160,40,0
