id,tick,fire_entity,jump_entity,hurt_entity,flashed_entity,footstep_entity,swap_team_entity,kill_killer,kill_victim,kill_weapon,kill_assister,round_started,current_round,round_ended_winner,round_ended_reason
1,38271,,8,,,,,,,,,,1,,
1,38328,,4,,,,,,,,,,1,,
1,38440,,13,,,,,,,,,,1,,
1,38476,,8,,,,,,,,,,1,,
1,38511,7,,,,,,,,,,,1,,
1,38624,,8,,,,,,,,,,1,,
1,38695,,4,,,,,,,,,,1,,
1,38826,,10,,,,,,,,,,1,,
1,39155,,8,,,,,,,,,,1,,
1,39223,,16,,,,,,,,,,1,,
1,39272,6,,,,,,,,,,,1,,
1,39307,15,,,,,,,,,,,1,,
1,39547,16,,,,,,,,,,,1,,
1,39587,16,,11,,,,,,,,,1,,
1,39603,,7,,,,,,,,,,1,,
1,39617,16,,11,,,,16,11,2,,,1,,
1,39634,16,,,,,,,,,,,1,,
1,39657,16,,,,,,,,,,,1,,
1,39684,,15,,,,,,,,,,1,,
1,39718,6,,4,,,,6,4,3,,,1,,
1,39949,10,,,,,,,,,,,1,,
1,39952,15,,10,,,,,,,,,1,,
1,39974,10,,15,,,,10,15,3,,,1,,
1,39994,10,,,,,,,,,,,1,,
1,40176,13,,,,,,,,,,,1,,
1,40181,10,,13,,,,10,13,3,,,1,2,9
1,40206,10,,,,,,,,,,,1,,
1,40412,7,,,,,,,,,,,1,,
1,40546,10,,,,,,,,,,,1,,
1,40562,7,,,,,,,,,,,1,,
1,40628,,8,,,,,,,,,,1,,
1,40633,16,,,,,,,,,,,1,,
1,40688,10,,,,,,,,,,,1,,
1,40778,16,,,,,,,,,,,1,,
1,40780,,10,,,,,,,,,,1,,
1,40804,16,,,,,,,,,,,1,,
1,40815,,,,,,,,,,,1,2,,
1,43557,,15,,,,,,,,,,2,,
1,43636,,15,,,,,,,,,,2,,
1,43715,,7,,,,,,,,,,2,,
1,43850,,15,,,,,,,,,,2,,
1,43946,,15,,,,,,,,,,2,,
1,44117,16,,,,,,,,,,,2,,
1,44122,10,,,,,,,,,,,2,,
1,44191,13,,,,,,,,,,,2,,
1,44264,13,,,,,,,,,,,2,,
1,44288,10,,,,,,,,,,,2,,
1,44333,10,,,,,,,,,,,2,,
1,44362,,13,,,,,,,,,,2,,
1,44382,14,,,,,,,,,,,2,,
1,44387,13,,,,,,,,,,,2,,
1,44430,,15,,,,,,,,,,2,,
1,44473,,14,,,,,,,,,,2,,
1,44533,,15,,,,,,,,,,2,,
1,44590,,11,,,,,,,,,,2,,
1,44593,8,,,,,,,,,,,2,,
1,44594,,13,,,,,,,,,,2,,
1,44655,13,,,,,,,,,,,2,,
1,44662,,15,,,,,,,,,,2,,
1,44761,,15,,,,,,,,,,2,,
1,44764,14,,,,,,,,,,,2,,
1,44797,,10,,,,,,,,,,2,,
1,44815,,,,,,,,,,,,2,,
1,44819,,13,,,,,,,,,,2,,
1,44880,13,,,,,,,,,,,2,,
1,44984,,,16,,,,,,,,,2,,
1,44998,7,,,,,,,,,,,2,,
1,45060,14,,,,,,,,,,,2,,
1,45199,,16,,,,,,,,,,2,,
1,45220,,,,10,,,,,,,,2,,
1,45295,,16,,,,,,,,,,2,,
1,45316,,,,,,,,,,,,2,,
1,45407,16,,,,,,,,,,,2,,
1,45491,,16,,,,,,,,,,2,,
1,45629,,,,,,,,,,,,2,,
1,45728,,14,,,,,,,,,,2,,
1,45761,16,,,,,,,,,,,2,,
1,45771,16,,,,,,,,,,,2,,
1,45781,16,,,,,,,,,,,2,,
1,45790,16,,,,,,,,,,,2,,
1,45800,16,,,,,,,,,,,2,,
1,45809,16,,,,,,,,,,,2,,
1,45819,16,,,,,,,,,,,2,,
1,45829,16,,,,,,,,,,,2,,
1,45838,16,,,,,,,,,,,2,,
1,45848,16,,,,,,,,,,,2,,
1,45857,16,,,,,,,,,,,2,,
1,45867,16,,,,,,,,,,,2,,
1,45877,16,,,,,,,,,,,2,,
1,45886,16,,,,,,,,,,,2,,
1,45896,16,,,,,,,,,,,2,,
1,45931,6,,,,,,,,,,,2,,
1,45970,,14,,,,,,,,,,2,,
1,46090,,6,,,,,,,,,,2,,
1,46168,,,,,,,,,,,,2,,
1,46571,,14,,,,,,,,,,2,,
1,46729,6,,,,,,,,,,,2,,
1,46818,16,,,,,,,,,,,2,,
1,46825,,13,,,,,,,,,,2,,
1,46951,,,,,,,,,,,,2,,
1,46972,16,,,,,,,,,,,2,,
1,47063,,,,,,,,,,,,2,,
1,47065,,,,,,,,,,,,2,,
1,47136,,16,,,,,,,,,,2,,
1,47147,13,,,,,,,,,,,2,,
1,47194,,,,16,,,,,,,,2,,
1,47303,,15,,,,,,,,,,2,,
1,47542,,7,,,,,,,,,,2,,
1,47559,,16,,,,,,,,,,2,,
1,47627,,,,,,,,,,,,2,,
1,47960,,,,,,,,,,,,2,,
1,48130,13,13,,,,,,,,,,2,,
1,48312,,8,,,,,,,,,,2,,
1,48751,,,,,,,,,,,,2,,
1,49273,,8,,,,,,,,,,2,,
1,49453,,8,,,,,,,,,,2,,
1,49458,15,,,,,,,,,,,2,,
1,49508,4,,,,,,,,,,,2,,
1,49662,,,,,,,,,,,,2,,
1,49764,,,,,,,,,,,,2,,
1,50580,11,,,,,,,,,,,2,,
1,50819,,11,,,,,,,,,,2,,
1,50836,,,,,,,,,,,,2,,
1,51062,,,,,,,,,,,,2,,
1,51354,,15,,,,,,,,,,2,,
1,51973,,,,,,,,,,,,2,,
1,52075,,,,,,,,,,,,2,,
1,52400,16,,,,,,,,,,,2,,
1,52462,10,,,,,,,,,,,2,,
1,52795,11,,,,,,,,,,,2,,
1,52815,,7,,,,,,,,,,2,,
1,52852,,16,,,,,,,,,,2,,
1,52893,,10,,,,,,,,,,2,,
1,52945,14,,,,,,,,,,,2,,
1,53018,,,,17,,,,,,,,2,,
1,53136,,,,,,,,,,,,2,,
1,53147,,,,,,,,,,,,2,,
1,53167,,,,16,,,,,,,,2,,
1,53204,,,,,,,,,,,,2,,
1,53241,,11,,,,,,,,,,2,,
1,53283,,16,,,,,,,,,,2,,
1,53369,,10,,,,,,,,,,2,,
1,53388,,13,,,,,,,,,,2,,
1,53543,,10,,,,,,,,,,2,,
1,53746,,10,,,,,,,,,,2,,
1,53800,8,,,,,,,,,,,2,,
1,53813,8,,,,,,,,,,,2,,
1,53826,8,,,,,,,,,,,2,,
1,53833,,7,,,,,,,,,,2,,
1,53839,8,,,,,,,,,,,2,,
1,53858,,14,,,,,,,,,,2,,
1,53868,10,,14,,,,,,,,,2,,
1,53869,,10,,,,,,,,,,2,,
1,53878,10,,,,,,,,,,,2,,
1,53888,10,,,,,,,,,,,2,,
1,53897,10,,14,,,,,,,,,2,,
1,53907,10,,,,,,,,,,,2,,
1,53916,10,,,,,,,,,,,2,,
1,53926,10,,,,,,,,,,,2,,
1,53936,10,,,,,,,,,,,2,,
1,53945,10,,,,,,,,,,,2,,
1,53955,10,,,,,,,,,,,2,,
1,53964,10,,,,,,,,,,,2,,
1,53974,10,,,,,,,,,,,2,,
1,54029,10,,14,,,,10,14,104,,,2,,
1,54032,4,,,,,,,,,,,2,,
1,54039,10,,,,,,,,,,,2,,
1,54049,10,,,,,,,,,,,2,,
1,54058,10,,,,,,,,,,,2,,
1,54062,7,,,,,,,,,,,2,,
1,54068,10,,,,,,,,,,,2,,
1,54073,7,,,,,,,,,,,2,,
1,54096,7,,,,,,,,,,,2,,
1,54106,7,,,,,,,,,,,2,,
1,54115,7,,,,,,,,,,,2,,
1,54160,15,,,,,,,,,,,2,,
1,54169,6,,,,,,,,,,,2,,
1,54173,15,,,,,,,,,,,2,,
1,54180,6,,15,,,,,,,,,2,,
1,54186,15,,,,,,,,,,,2,,
1,54193,6,,,,,,,,,,,2,,
1,54199,15,,6,,,,,,,,,2,,
1,54204,6,,15,,,,6,15,301,,,2,,
1,54216,6,,,,,,,,,,,2,,
1,54222,7,,4,,,,,,,,,2,,
1,54226,4,,7,,,,,,,,,2,,
1,54227,6,,,,,,,,,,,2,,
1,54232,7,,,,,,,,,,,2,,
1,54239,6,,,,,,,,,,,2,,
1,54241,7,,,,,,,,,,,2,,
1,54250,6,,4,,,,,,,,,2,,
1,54252,10,,4,,,,,,,,,2,,
1,54260,7,,4,,,,,,,,,2,,
1,54262,10,,,,,,,,,,,2,,
1,54266,4,,,,,,,,,,,2,,
1,54270,7,,,,,,,,,,,2,,
1,54272,10,,,,,,,,,,,2,,
1,54280,7,,,,,,,,,,,2,,
1,54282,10,,4,,,,10,4,104,7,,2,,
1,54290,7,,,,,,,,,,,2,,
1,54291,10,,,,,,,,,,,2,,
1,54299,7,,,,,,,,,,,2,,
1,54301,10,,,,,,,,,,,2,,
1,54308,7,,,,,,,,,,,2,,
1,54310,13,,,,,,,,,,,2,,
1,54393,13,,,,,,,,,,,2,,
1,54472,8,,,,,,,,,,,2,,
1,54485,8,,,,,,,,,,,2,,
1,54585,13,,,,,,,,,,,2,,
1,54660,16,,,,,,,,,,,2,,
1,54670,16,,,,,,,,,,,2,,
1,54680,16,,,,,,,,,,,2,,
1,54689,16,,,,,,,,,,,2,,
1,54699,16,,,,,,,,,,,2,,
1,54708,16,,,,,,,,,,,2,,
1,54718,16,,,,,,,,,,,2,,
1,54728,16,,,,,,,,,,,2,,
1,54737,16,,,,,,,,,,,2,,
1,54738,,8,,,,,,,,,,2,,
1,54747,16,7,,,,,,,,,,2,,
1,54756,16,,,,,,,,,,,2,,
1,54766,16,,,,,,,,,,,2,,
1,54776,16,,,,,,,,,,,2,,
1,54785,16,,,,,,,,,,,2,,
1,54795,16,,,,,,,,,,,2,,
1,54804,16,,11,,,,,,,,,2,,
1,54814,16,,11,,,,,,,,,2,,
1,54819,11,,16,,,,,,,,,2,,
1,54825,16,,,,,,,,,,,2,,
1,54833,16,,,,,,,,,,,2,,
1,54843,16,,,,,,,,,,,2,,
1,54867,11,,16,,,,,,,,,2,,
1,54917,11,,,,,,,,,,,2,,
1,54932,8,,,,,,,,,,,2,,
1,54963,11,,,,,,,,,,,2,,
1,54971,8,,,,,,,,,,,2,,
1,55007,8,,,,,,,,,,,2,,
1,55043,8,,,,,,,,,,,2,,
1,55080,8,,,,,,,,,,,2,,
1,55115,16,,,,,,,,,,,2,,
1,55116,8,,,,,,,,,,,2,,
1,55125,16,,,,,,,,,,,2,,
1,55135,16,,,,,,,,,,,2,,
1,55144,16,,,,,,,,,,,2,,
1,55151,8,,,,,,,,,,,2,,
1,55154,16,,,,,,,,,,,2,,
1,55163,16,,,,,,,,,,,2,,
1,55173,16,,,,,,,,,,,2,,
1,55183,16,,,,,,,,,,,2,,
1,55192,16,,,,,,,,,,,2,,
1,55202,16,,,,,,,,,,,2,,
1,55264,8,,,,,,,,,,,2,,
1,55297,8,,,,,,,,,,,2,,
1,55310,,7,,,,,,,,,,2,,
1,55341,,11,,,,,,,,,,2,,
1,55445,,7,,,,,,,,,,2,,
1,55447,,,,,,,,,,,,2,,
1,55515,,,,,,,,,,,,2,,
1,55584,11,,,,,,,,,,,2,,
1,55632,,6,,,,,,,,,,2,,
1,55654,8,,,,,,,,,,,2,,
1,55742,11,,,,,,,,,,,2,,
1,55759,8,,,,,,,,,,,2,,
1,55802,,13,,,,,,,,,,2,,
1,55850,,16,,,,,,,,,,2,,
1,55853,8,,,,,,,,,,,2,,
1,55898,,13,,,,,,,,,,2,,
1,55923,,16,,,,,,,,,,2,,
1,55938,8,,,,,,,,,,,2,,
1,56011,,11,,,,,,,,,,2,,
1,56012,8,,,,,,,,,,,2,,
1,56039,,16,,,,,,,,,,2,,
1,56073,8,,,,,,,,,,,2,,
1,56092,,11,,,,,,,,,,2,,
1,56099,13,,,,,,,,,,,2,,
1,56110,,7,,,,,,,,,,2,,
1,56194,,13,,,,,,,,,,2,,
1,56334,,13,,,,,,,,,,2,,
1,56393,,7,,,,,,,,,,2,,
1,56430,,13,,,,,,,,,,2,,
1,57231,,7,,,,,,,,,,2,,
1,57303,,7,,,,,,,,,,2,,
1,57420,,7,,,,,,,,,,2,,
1,57489,,10,,,,,,,,,,2,,
1,57556,,10,,,,,,,,,,2,,
1,57659,,10,,,,,,,,,,2,,
1,57734,8,,,,,,,,,,,2,,
1,57772,,7,,,,,,,,,,2,,
1,57791,8,,,,,,,,,,,2,,
1,57856,8,,,,,,,,,,,2,,
1,57868,,7,,,,,,,,,,2,,
1,57924,8,,,,,,,,,,,2,,
1,58343,,8,,,,,,,,,,2,,
1,58420,,8,,,,,,,,,,2,,
1,58533,,8,,,,,,,,,,2,,
1,58942,,16,,,,,,,,,,2,,
1,59462,,6,,,,,,,,,,2,,
1,59982,,10,,,,,,,,,,2,,
1,60181,,,10,,,,,,,,,2,2,1
1,60646,,8,,,,,,,,,,2,,
1,60821,,,,,,,,,,,1,3,,
1,63614,,15,,,,,,,,,,3,,
1,63647,,7,,,,,,,,,,3,,
1,63702,,15,,,,,,,,,,3,,
1,63889,10,,,,,,,,,,,3,,
1,63910,,15,,,,,,,,,,3,,
1,64006,,15,,,,,,,,,,3,,
1,64017,10,,,,,,,,,,,3,,
1,64097,,6,,,,,,,,,,3,,
1,64104,10,,,,,,,,,,,3,,
1,64151,,6,,,,,,,,,,3,,
1,64156,10,,,,,,,,,,,3,,
1,64159,15,,,,,,,,,,,3,,
1,64211,15,,,,,,,,,,,3,,
1,64258,,15,,,,,,,,,,3,,
1,64320,,14,,,,,,,,,,3,,
1,64323,,15,,,,,,,,,,3,,
1,64385,,15,,,,,,,,,,3,,
1,64398,14,,,,,,,,,,,3,,
1,64456,6,,,,,,,,,,,3,,
1,64478,,15,,,,,,,,,,3,,
1,64544,7,,,,,,,,,,,3,,
1,64549,8,,,,,,,,,,,3,,
1,64563,,15,,,,,,,,,,3,,
1,64611,,11,,,,,,,,,,3,,
1,64628,10,,,,,,,,,,,3,,
1,64648,,15,,,,,,,,,,3,,
1,64672,4,,,,,,,,,,,3,,
1,64750,,15,,,,,,,,,,3,,
1,64766,,,,,,,,,,,,3,,
1,64790,,11,,,,,,,,,,3,,
1,64801,,,,,,,,,,,,3,,
1,64812,,13,,,,,,,,,,3,,
1,64822,16,,,,,,,,,,,3,,
1,64832,16,,,,,,,,,,,3,,
1,64842,16,,,,,,,,,,,3,,
1,64843,6,,,,,,,,,,,3,,
1,64851,16,,,,,,,,,,,3,,
1,64857,,15,,,,,,,,,,3,,
1,64864,4,,,,,,,,,,,3,,
1,64878,6,,,,,,,,,,,3,,
1,64883,,10,,,,,,,,,,3,,
1,64884,,13,,,,,,,,,,3,,
1,64901,6,,,,,,,,,,,3,,
1,64927,6,,,,,,,,,,,3,,
1,64951,6,,,,,,,,,,,3,,
1,64972,6,,,,,,,,,,,3,,
1,64991,6,,,,,,,,,,,3,,
1,64992,,13,,,,,,,,,,3,,
1,65017,6,,,,,,,,,,,3,,
1,65038,6,,,,,,,,,,,3,,
1,65060,6,,,,,,,,,,,3,,
1,65085,6,,,,,,,,,,,3,,
1,65107,6,,,,,,,,,,,3,,
1,65131,6,,,,,,,,,,,3,,
1,65142,16,,,,,,,,,,,3,,
1,65152,6,,,,,,,,,,,3,,
1,65162,16,,,,,,,,,,,3,,
1,65174,6,,,,,,,,,,,3,,
1,65180,,10,,,,,,,,,,3,,
1,65194,6,,,,,,,,,,,3,,
1,65212,6,,,,,,,,,,,3,,
1,65227,6,,,,,,,,,,,3,,
1,65302,,10,,,,,,,,,,3,,
1,65309,6,,,,,,,,,,,3,,
1,65320,8,13,,,,,,,,,,3,,
1,65333,8,,,,,,,,,,,3,,
1,65334,6,,,,,,,,,,,3,,
1,65358,6,,,,,,,,,,,3,,
1,65380,6,,,,,,,,,,,3,,
1,65404,6,,,,,,,,,,,3,,
1,65428,6,,,,,,,,,,,3,,
1,65450,8,,,,,,,,,,,3,,
1,65451,6,,,,,,,,,,,3,,
1,65476,6,,,,,,,,,,,3,,
1,65492,6,,,,,,,,,,,3,,
1,65547,8,,,,,,,,,,,3,,
1,65561,6,,,,,,,,,,,3,,
1,65576,6,,,,,,,,,,,3,,
1,65597,,10,,,,,,,,,,3,,
1,65617,,13,,,,,,,,,,3,,
1,65631,6,,,,,,,,,,,3,,
1,65649,6,,,,,,,,,,,3,,
1,65666,6,,,,,,,,,,,3,,
1,65698,,,,,,,,,,,,3,,
1,65775,,16,,,,,,,,,,3,,
1,65800,,7,,,,,,,,,,3,,
1,65854,,10,,,,,,,,,,3,,
1,65983,,15,,,,,,,,,,3,,
1,66001,,10,,,,,,,,,,3,,
1,66073,,15,,,,,,,,,,3,,
1,66316,,14,,,,,,,,,,3,,
1,67698,,7,,,,,,,,,,3,,
1,67778,,7,,,,,,,,,,3,,
1,68113,16,,,,,,,,,,,3,,
1,68165,16,,,,,,,,,,,3,,
1,68238,6,,,,,,,,,,,3,,
1,68467,,,,,,,,,,,,3,,
1,69165,7,,,,,,,,,,,3,,
1,69306,,16,,,,,,,,,,3,,
1,69362,,10,,,,,,,,,,3,,
1,69364,,,,,,,,,,,,3,,
1,69387,,,,12,,,,,,,,3,,
1,69390,,7,,,,,,,,,,3,,
1,69664,,10,,,,,,,,,,3,,
1,69861,,10,,,,,,,,,,3,,
1,69925,,6,,,,,,,,,,3,,
1,70045,,7,,,,,,,,,,3,,
1,70810,16,,,,,,,,,,,3,,
1,70819,10,,,,,,,,,,,3,,
1,71069,10,,,,,,,,,,,3,,
1,71255,,10,,,,,,,,,,3,,
1,71270,13,,,,,,,,,,,3,,
1,71276,4,,10,,,,,,,,,3,,
1,71320,,,,,,,,,,,,3,,
1,71408,16,16,,,,,,,,,,3,,
1,71468,,,,,,,,,,,,3,,
1,71476,,,,,,,,,,,,3,,
1,71533,7,,,,,,,,,,,3,,
1,71552,,,15,,,,,,,,,3,,
1,71570,4,,,,,,,,,,,3,,
1,71577,,,15,,,,,,,,,3,,
1,71586,13,,,,,,,,,,,3,,
1,71603,4,,15,,,,,,,,,3,,
1,71615,14,,,,,,,,,,,3,,
1,71620,,10,,,,,,,,,,3,,
1,71629,,,15,,,,,,,,,3,,
1,71631,,,,17,,,,,,,,3,,
1,71633,4,,10,,,,,,,,,3,,
1,71641,,,,,,,,,,,,3,,
1,71654,,,15,,,,10,10,502,4,,3,,
1,71680,,,15,,,,,,,,,3,,
1,71690,7,,,,,,,,,,,3,,
1,71705,,,15,,,,,,,,,3,,
1,71731,,,15,,,,,,,,,3,,
1,71757,,,7,,,,,,,,,3,,
1,71782,,,15,,,,,,,,,3,,
1,71808,,,15,,,,,,,,,3,,
1,71833,,,15,,,,,,,,,3,,
1,71838,7,,15,,,,7,15,104,10,,3,,
1,71848,7,,,,,,,,,,,3,,
1,71858,7,,,,,,,,,,,3,,
1,71867,7,,,,,,,,,,,3,,
1,71877,7,,,,,,,,,,,3,,
1,71925,7,,,,,,,,,,,3,,
1,71935,7,,,,,,,,,,,3,,
1,71978,,13,,,,,,,,,,3,,
1,71979,,11,,,,,,,,,,3,,
1,72005,7,,,,,,,,,,,3,,
1,72015,7,,,,,,,,,,,3,,
1,72025,7,,,,,,,,,,,3,,
1,72034,7,,,,,,,,,,,3,,
1,72044,7,,,,,,,,,,,3,,
1,72053,7,,,,,,,,,,,3,,
1,72058,14,,,,,,,,,,,3,,
1,72063,7,,,,,,,,,,,3,,
1,72085,14,,,,,,,,,,,3,,
1,72121,,,13,,,,,,,,,3,,
1,72217,,,,,,,,,,,,3,,
1,72267,7,,,,,,,,,,,3,,
1,72279,13,,,,,,,,,,,3,,
1,72341,7,,,,,,,,,,,3,,
1,72351,7,,,,,,,,,,,3,,
1,72361,7,,,,,,,,,,,3,,
1,72397,4,,,,,,,,,,,3,,
1,72434,4,,,,,,,,,,,3,,
1,72468,4,,,,,,,,,,,3,,
1,72500,4,,,,,,,,,,,3,,
1,72530,4,,,,,,,,,,,3,,
1,72613,16,,,,,,,,,,,3,,
1,72626,4,,,,,,,,,,,3,,
1,72665,16,,,,,,,,,,,3,,
1,72668,7,,,,,,,,,,,3,,
1,72717,16,,,,,,,,,,,3,,
1,72764,,16,,,,,,,,,,3,,
1,72821,6,,,,,,,,,,,3,,
1,72873,,,,,,,,,,,,3,,
1,73009,6,,,,,,,,,,,3,,
1,73013,,6,,,,,,,,,,3,,
1,73194,,6,,,,,,,,,,3,,
1,73198,6,,,,,,,,,,,3,,
1,73202,,16,,,,,,,,,,3,,
1,73231,,,,13,,,,,,,,3,,
1,73318,7,,,,,,,,,,,3,,
1,73329,4,,7,,,,,,,,,3,,
1,73358,4,,,,,,,,,,,3,,
1,73387,4,,,,,,,,,,,3,,
1,73416,4,,,,,,,,,,,3,,
1,73420,,,,13,,,,,,,,3,,
1,73441,,,,,,,,,,,,3,,
1,73532,,14,,,,,,,,,,3,,
1,73572,,,,,,,,,,,,3,,
1,73667,14,,,,,,,,,,,3,,
1,73689,14,,7,,,,,,,,,3,,
1,73711,14,,,,,,,,,,,3,,
1,73733,14,,7,,,,,,,,,3,,
1,73754,14,,7,,,,14,7,9,4,,3,,
1,73779,,,,,,,,,,,,3,,
1,73785,14,,,,,,,,,,,3,,
1,73787,,,,,,,,,,,,3,,
1,73802,8,,13,,,,8,13,303,,,3,,
1,73815,8,,,,,,,,,,,3,,
1,73861,,16,,,,,,,,,,3,,
1,73952,,,,,,,,,,,,3,,
1,73978,4,,,,,,,,,,,3,,
1,74033,4,,,,,,,,,,,3,,
1,74082,4,,,,,,,,,,,3,,
1,74110,6,,,,,,,,,,,3,,
1,74122,6,,,,,,,,,,,3,,
1,74132,4,,,,,,,,,,,3,,
1,74134,6,,,,,,,,,,,3,,
1,74145,6,,,,,,,,,,,3,,
1,74157,6,,,,,,,,,,,3,,
1,74159,,,,,,,,,,,,3,,
1,74162,,16,,,,,,,,,,3,,
1,74168,6,,,,,,,,,,,3,,
1,74169,4,,,,,,,,,,,3,,
1,74180,6,,,,,,,,,,,3,,
1,74205,6,,,,,,,,,,,3,,
1,74228,6,,,,,,,,,,,3,,
1,74252,6,,,,,,,,,,,3,,
1,74272,6,,,,,,,,,,,3,,
1,74290,6,,,,,,,,,,,3,,
1,74338,,,,,,,,,,,,3,,
1,74351,16,,,,,,,,,,,3,,
1,74360,16,,,,,,,,,,,3,,
1,74370,16,,,,,,,,,,,3,,
1,74379,16,,,,,,,,,,,3,,
1,74389,16,,,,,,,,,,,3,,
1,74398,16,,,,,,,,,,,3,,
1,74430,11,,,,,,,,,,,3,,
1,74440,11,,,,,,,,,,,3,,
1,74450,11,,,,,,,,,,,3,,
1,74459,11,,,,,,,,,,,3,,
1,74469,11,,,,,,,,,,,3,,
1,74478,11,,,,,,,,,,,3,,
1,74488,11,,,,,,,,,,,3,,
1,74489,4,,,,,,,,,,,3,,
1,74498,11,,,,,,,,,,,3,,
1,74507,11,,,,,,,,,,,3,,
1,74517,11,,,,,,,,,,,3,,
1,74532,4,,,,,,,,,,,3,,
1,74545,,11,,,,,,,,,,3,,
