id,tick,fire_entity,jump_entity,hurt_entity,flashed_entity,footstep_entity,swap_team_entity,kill_killer,kill_victim,kill_weapon,kill_assister,round_started,current_round,round_ended_winner,round_ended_reason
1,34841,7,,,,,,,,,,,4,,
1,34845,,,9,,,,,,,,,4,,
1,34854,7,,,,,,,,,,,4,,
1,34857,5,,,,,,,,,,,4,,
1,34867,7,,,,,,,,,,,4,,
1,34869,5,,2,,,,,,,,,4,,
1,34870,2,,9,,,,,,,,,4,,
1,34878,7,,,,,,,,,,,4,,
1,34880,2,,5,,,,,,,,,4,,
1,34881,5,,2,,,,,,,,,4,,
1,34890,2,,5,,,,,,,,,4,,
1,34892,7,,9,,,,,,,,,4,,
1,34893,5,,2,,,,,,,,,4,,
1,34896,,,9,,,,,,,,,4,,
1,34899,2,,5,,,,,,,,,4,,
1,34904,5,,2,,,,5,2,304,,,4,,
1,34905,7,,9,,,,,,,,,4,,
1,34915,5,,,,,,,,,,,4,,
1,34917,7,,,,,,,,,,,4,,
1,34922,,,9,,,,,,,,,4,,
1,34927,5,,,,,,,,,,,4,,
1,34931,7,,,,,,,,,,,4,,
1,34938,5,,,,,,,,,,,4,,
1,34943,7,,9,,,,,,,,,4,,
1,34947,,,9,,,,,,,,,4,,
1,34951,5,,,,,,,,,,,4,,
1,34956,,,,8,,,,,,,,4,,
1,34973,,,9,,,,,,,,,4,,
1,34996,7,,,,,,,,,,,4,,
1,34998,,,9,,,,7,9,503,,,4,,
1,35009,7,,,,,,,,,,,4,,
1,35056,,10,,,,,,,,,,4,,
1,35104,8,,,,,,,,,,,4,,
1,35124,7,,,,,,,,,,,4,,
1,35127,,3,,,,,,,,,,4,,
1,35137,7,,,,,,,,,,,4,,
1,35150,7,,,,,,,,,,,4,,
1,35174,4,,7,,,,,,,,,4,,
1,35184,4,,7,,,,,,,,,4,,
1,35194,4,,,,,,,,,,,4,,
1,35203,4,,,,,,,,,,,4,,
1,35213,4,,7,,,,,,,,,4,,
1,35223,4,,,,,,,,,,,4,,
1,35227,7,,,,,,,,,,,4,,
1,35232,4,,7,,,,,,,,,4,,
1,35240,7,,,,,,,,,,,4,,
1,35242,4,,,,,,,,,,,4,,
1,35251,4,,7,,,,,,,,,4,,
1,35253,7,,4,,,,,,,,,4,,
1,35261,4,,7,,,,,,,,,4,,
1,35266,7,,4,,,,,,,,,4,,
1,35271,4,,7,,,,4,7,104,,,4,,
1,35275,,8,,,,,,,,,,4,,
1,35280,4,,,,,,,,,,,4,,
1,35290,4,,,,,,,,,,,4,,
1,35299,4,,,,,,,,,,,4,,
1,35309,4,,,,,,,,,,,4,,
1,35321,3,,,,,,,,,,,4,,
1,35334,3,,4,,,,,,,,,4,,
1,35347,3,,4,,,,,,,,,4,,
1,35360,3,,,,,,,,,,,4,,
1,35363,5,,,,,,,,,,,4,,
1,35374,3,,4,,,,5,4,304,7,,4,,
1,35385,3,,,,,,,,,,,4,,
1,35387,5,,,,,,,,,,,4,,
1,35397,5,,,,,,,,,,,4,,
1,35398,3,,,,,,,,,,,4,,
1,35408,10,,,,,,,,,,,4,,
1,35410,5,,,,,,,,,,,4,,
1,35411,3,,,,,,,,,,,4,,
1,35417,6,,,,,,,,,,,4,,
1,35418,10,,3,,,,,,,,,4,,
1,35424,3,,,,,,,,,,,4,,
1,35428,10,,3,,,,,,,,,4,,
1,35437,10,,3,,,,,,,,,4,,
1,35447,10,,,,,,,,,,,4,,
1,35457,10,,,,,,,,,,,4,,
1,35466,10,,,,,,,,,,,4,,
1,35476,10,,,,,,,,,,,4,,
1,35484,3,,,,,,,,,,,4,,
1,35485,10,,,,,,,,,,,4,,
1,35495,10,,,,,,,,,,,4,,
1,35497,3,,,,,,,,,,,4,,
1,35505,10,,3,,,,,,,,,4,,
1,35510,3,,,,,,,,,,,4,,
1,35514,10,,3,,,,,,,,,4,,
1,35523,3,,,,,,,,,,,4,,
1,35524,10,,,,,,,,,,,4,,
1,35533,10,,,,,,,,,,,4,,
1,35536,3,,,,,,,,,,,4,,
1,35543,10,,3,,,,,,,,,4,,
1,35548,3,,,,,,,,,,,4,,
1,35553,10,,3,,,,,,,,,4,,
1,35561,3,,,,,,,,,,,4,,
1,35562,10,,3,,,,10,3,104,,,4,,
1,35572,10,,,,,,,,,,,4,,
1,35581,10,,,,,,,,,,,4,,
1,35588,,8,,,,,,,,,,4,,
1,35591,10,,,,,,,,,,,4,,
1,35601,10,,,,,,,,,,,4,,
1,35639,,,,7,,,,,,,,4,,
1,35778,6,,,,,,,,,,,4,,
1,35815,8,,10,,,,,,,,,4,,
1,35977,6,,,,,,,,,,,4,,
1,36090,5,,,,,,,,,,,4,,
1,36199,,,,6,,,,,,,,4,,
1,36217,,5,,,,,,,,,,4,,
1,36497,5,,,,,,,,,,,4,,
1,36509,5,,,,,,,,,,,4,,
1,36522,5,,,,,,,,,,,4,,
1,36532,5,,,,,,,,,,,4,,
1,36544,5,,,,,,,,,,,4,,
1,36551,,8,,,,,,,,,,4,,
1,36555,5,,,,,,,,,,,4,,
1,36604,,12,,,,,,,,,,4,,
1,36623,,10,,,,,,,,,,4,,
1,36927,5,,,,,,,,,,,4,,
1,37149,,,,10,,,,,,,,4,,
1,37184,6,,,,,,,,,,,4,,
1,37223,5,,,,,,,,,,,4,,
1,37235,5,,,,,,,,,,,4,,
1,37247,5,,,,,,,,,,,4,,
1,37442,5,,6,,,,,,,,,4,,
1,37454,5,,,,,,,,,,,4,,
1,37466,5,,,,,,,,,,,4,,
1,37482,6,,5,,,,,,,,,4,,
1,37521,5,,,,,,,,,,,4,,
1,37533,5,,,,,,,,,,,4,,
1,37545,5,,,,,,,,,,,4,,
1,37556,5,,,,,,,,,,,4,,
1,37568,5,,,,,,,,,,,4,,
1,37573,6,,,,,,,,,,,4,,
1,37579,5,,6,,,,,,,,,4,,
1,37639,6,,,,,,,,,,,4,,
1,37723,6,,,,,,,,,,,4,,
1,37738,5,,,,,,,,,,,4,,
1,37750,5,,6,,,,,,,,,4,,
1,37761,6,,5,,,,6,5,4,,,4,,
1,37919,6,,,,,,,,,,,4,,
1,37926,8,,,,,,,,,,,4,,
1,38098,,6,,,,,,,,,,4,,
1,38612,8,,,,,,,,,,,4,,
1,38779,,6,,,,,,,,,,4,,
1,38833,,6,,,,,,,,,,4,,
1,38918,,12,,,,,,,,,,4,,
1,39102,6,,,,,,,,,,,4,,
1,39114,6,,8,,,,,,,,,4,,
1,39126,6,,8,,,,,,,,,4,,
1,39129,8,,6,,,,8,6,309,5,,4,,
1,39518,10,,,,,,,,,,,4,,
1,39528,10,,,,,,,,,,,4,,
1,39538,10,,,,,,,,,,,4,,
1,39547,10,,,,,,,,,,,4,,
1,39557,10,,,,,,,,,,,4,,
1,39567,10,,,,,,,,,,,4,,
1,39576,10,,,,,,,,,,,4,,
1,39586,10,,,,,,,,,,,4,,
1,39593,8,,,,,,,,,,,4,,
1,39595,10,,,,,,,,,,,4,,
1,39605,10,,,,,,,,,,,4,,
1,39613,8,,,,,,,,,,,4,,
1,39615,10,,,,,,,,,,,4,,
1,39624,10,,,,,,,,,,,4,,
1,39632,8,,,,,,,,,,,4,,
1,39634,10,,,,,,,,,,,4,,
1,39643,10,,,,,,,,,,,4,,
1,39653,10,,,,,,,,,,,4,,
1,39654,8,,,,,,,,,,,4,,
1,39663,10,,,,,,,,,,,4,,
1,39670,8,,10,,,,8,10,3,,,4,,
1,39690,8,,,,,,,,,,,4,,
1,39709,8,,,,,,,,,,,4,,
1,40663,,,,,,,,,,,,4,3,7
1,40814,,,,,,,,,,,,4,,
1,41303,,,,,,,,,,,1,5,,
1,43857,6,,,,,,,,,,,5,,
1,43946,7,,,,,,,,,,,5,,
1,43957,,6,,,,,,,,,,5,,
1,43970,12,,,,,,,,,,,5,,
1,44039,,2,,,,,,,,,,5,,
1,44157,9,,,,,,,,,,,5,,
1,44208,,4,,,,,,,,,,5,,
1,44220,6,,,,,,,,,,,5,,
1,44221,9,,,,,,,,,,,5,,
1,44228,,6,,,,,,,,,,5,,
1,44290,9,,,,,,,,,,,5,,
1,44343,9,,,,,,,,,,,5,,
1,44366,7,,,,,,,,,,,5,,
1,44395,9,,,,,,,,,,,5,,
1,44397,2,,,,,,,,,,,5,,
1,44442,,,,10,,,,,,,,5,,
1,44509,,2,,,,,,,,,,5,,
1,44522,7,,,,,,,,,,,5,,
1,44523,,7,,,,,,,,,,5,,
1,44540,6,,,,,,,,,,,5,,
1,44576,,9,,,,,,,,,,5,,
1,44616,10,10,,,,,,,,,,5,,
1,44651,8,8,,,,,,,,,,5,,
1,44753,,2,,,,,,,,,,5,,
1,44774,,5,,,,,,,,,,5,,
1,44791,10,,,,,,,,,,,5,,
1,44795,,10,,,,,,,,,,5,,
1,44809,7,,,,,,,,,,,5,,
1,44854,,4,,,,,,,,,,5,,
1,44883,3,,,,,,,,,,,5,,
1,44909,5,,,,,,,,,,,5,,
1,44959,,10,,,,,,,,,,5,,
1,45013,,,,10,,,,,,,,5,,
1,45046,2,,,,,,,,,,,5,,
1,45067,10,,,,,,,,,,,5,,
1,45077,,10,,,,,,,,,,5,,
1,45083,,12,,,,,,,,,,5,,
1,45093,7,,,,,,,,,,,5,,
1,45105,7,,,,,,,,,,,5,,
1,45112,5,,,,,,,,,,,5,,
1,45117,7,,,,,,,,,,,5,,
1,45128,7,,,,,,,,,,,5,,
1,45129,,8,,,,,,,,,,5,,
1,45230,,10,,,,,,,,,,5,,
1,45234,9,,,,,,,,,,,5,,
1,45268,,,,2,,,,,,,,5,,
1,45289,,,,8,,,,,,,,5,,
1,45385,,10,,,,,,,,,,5,,
1,45386,2,,,,,,,,,,,5,,
1,45442,12,,,,,,,,,,,5,,
1,45457,,,5,,,,,,,,,5,,
1,45509,,9,,,,,,,,,,5,,
1,45522,,10,,,,,,,,,,5,,
1,45529,7,,,,,,,,,,,5,,
1,45660,,10,,,,,,,,,,5,,
1,45750,7,,,,,,,,,,,5,,
1,45799,,6,,,,,,,,,,5,,
1,45803,,12,,,,,,,,,,5,,
1,45851,3,,,,,,,,,,,5,,
1,46110,,7,,,,,,,,,,5,,
1,46116,,2,,,,,,,,,,5,,
1,46127,,8,,,,,,,,,,5,,
1,46146,,6,,,,,,,,,,5,,
1,46147,,3,,,,,,,,,,5,,
1,46331,,2,,,,,,,,,,5,,
1,46399,,8,,,,,,,,,,5,,
1,46578,,4,,,,,,,,,,5,,
1,46591,,7,,,,,,,,,,5,,
1,46607,,4,,,,,,,,,,5,,
1,46628,,9,,,,,,,,,,5,,
1,46695,,9,,,,,,,,,,5,,
1,46731,,4,,,,,,,,,,5,,
1,46874,,9,,,,,,,,,,5,,
1,46900,5,,,,,,,,,,,5,,
1,47185,,2,,,,,,,,,,5,,
1,47249,4,,,,,,,,,,,5,,
1,47418,7,,,,,,,,,,,5,,
1,47472,,,,12,,,,,,,,5,,
1,47600,,6,,,,,,,,,,5,,
1,47603,12,,,,,,,,,,,5,,
1,47605,4,,12,,,,,,,,,5,,
1,47617,12,,4,,,,,,,,,5,,
1,47629,12,,4,,,,,,,,,5,,
1,47640,4,,12,12,,,,,,,,5,,
1,47642,12,,,,,,,,,,,5,,
1,47652,4,,12,,,,4,12,307,,,5,,
1,47663,4,,,,,,,,,,,5,,
1,47675,4,,,,,,,,,,,5,,
1,47686,4,,,,,,,,,,,5,,
1,47698,4,,,,,,,,,,,5,,
1,47709,4,,,,,,,,,,,5,,
1,47721,4,,,,,,,,,,,5,,
1,47732,4,,,,,,,,,,,5,,
1,47744,4,,,,,,,,,,,5,,
1,47755,4,,,,,,,,,,,5,,
1,47767,4,,,,,,,,,,,5,,
1,47778,4,,,,,,,,,,,5,,
1,47786,,2,,,,,,,,,,5,,
1,47790,4,,,,,,,,,,,5,,
1,47801,4,,,,,,,,,,,5,,
1,47813,4,,,,,,,,,,,5,,
1,47815,5,,,,,,,,,,,5,,
1,47824,4,,,,,,,,,,,5,,
1,47836,4,,,,,,,,,,,5,,
1,47847,4,,,,,,,,,,,5,,
1,47848,,10,,,,,,,,,,5,,
1,47859,4,,,,,,,,,,,5,,
1,47887,7,,,,,,,,,,,5,,
1,47899,7,,,,,,,,,,,5,,
1,47911,7,,,,,,,,,,,5,,
1,47922,7,,,,,,,,,,,5,,
1,48022,4,,7,,,,,,,,,5,,
1,48043,4,,,,,,,,,,,5,,
1,48050,,7,,,,,,,,,,5,,
1,48062,4,,,,,,,,,,,5,,
1,48075,,8,,,,,,,,,,5,,
1,48096,3,,,,,,,,,,,5,,
1,48103,4,,7,,,,,,,,,5,,
1,48115,4,,7,,,,4,7,307,,,5,,
1,48127,4,,,,,,,,,,,5,,
1,48138,6,,,,,,,,,,,5,,
1,48151,6,,,,,,,,,,,5,,
1,48164,6,,,,,,,,,,,5,,
1,48177,6,,,,,,,,,,,5,,
1,48665,4,,,,,,,,,,,5,,
1,48984,4,,,,,,,,,,,5,,
1,49207,,,,12,,,,,,,,5,,
1,50500,,8,,,,,,,,,,5,,
1,51426,2,2,,,,,,,,,,5,,
1,51577,9,,,,,,,,,,,5,,
1,51636,6,,,,,,,,,,,5,,
1,52055,8,,,,,,,,,,,5,,
1,52174,4,4,,,,,,,,,,5,,
1,52257,9,,,,,,,,,,,5,,
1,52277,6,,,,,,,,,,,5,,
1,52323,,,4,,,,,,,,,5,,
1,52348,,6,,,,,,,,,,5,,
1,52349,,,2,,,,,,,,,5,,
1,52375,,,2,,,,,,,,,5,,
1,52392,,4,,,,,,,,,,5,,
1,52400,,,2,,,,,,,,,5,,
1,52426,,,2,,,,,,,,,5,,
1,52451,,,2,,,,,,,,,5,,
1,52452,6,,,,,,,,,,,5,,
1,52497,9,,,,,,,,,,,5,,
1,52585,,,8,,,,,,,,,5,,
1,52610,,,8,,,,,,,,,5,,
1,52622,,6,,,,,,,,,,5,,
1,52636,,,8,,,,,,,,,5,,
1,52655,8,,,,,,,,,,,5,,
1,52662,,,8,,,,,,,,,5,,
1,52677,3,,,,,,,,,,,5,,
1,52685,,3,,,,,,,,,,5,,
1,52720,,,,12,,,,,,,,5,,
1,52783,,8,,,,,,,,,,5,,
1,52863,,8,,,,,,,,,,5,,
1,52899,,,,12,,,,,,,,5,,
1,53344,,4,,,,,,,,,,5,,
1,53426,4,,,,,,,,,,,5,,
1,53438,4,,,,,,,,,,,5,,
1,53450,4,,,,,,,,,,,5,,
1,53453,8,,4,,,,8,4,309,12,,5,,
1,53463,6,,,,,,,,,,,5,,
1,53476,6,,,,,,,,,,,5,,
1,53489,6,,,,,,,,,,,5,,
1,53502,6,,,,,,,,,,,5,,
1,53514,6,,,,,,,,,,,5,,
1,53683,8,,2,,,,8,2,309,,,5,,
1,53759,,8,,,,,,,,,,5,,
1,53882,6,,8,,,,,,,,,5,,
1,53895,8,,6,,,,8,6,309,,,5,,
1,53942,,8,,,,,,,,,,5,,
1,54220,10,,,,,,,,,,,5,,
1,54221,9,,,,,,,,,,,5,,
1,54233,10,,5,,,,,,,,,5,,
1,54245,9,,,,,,,,,,,5,,
1,54246,10,,5,,,,,,,,,5,,
1,54256,9,,,,,,,,,,,5,,
1,54259,10,,5,,,,,,,,,5,,
1,54269,9,,,,,,,,,,,5,,
1,54272,10,,5,,,,10,5,303,,,5,,
1,54279,9,,,,,,,,,,,5,,
1,54284,10,,,,,,,,,,,5,,
1,54291,9,,,,,,,,,,,5,,
1,54297,10,,3,,,,,,,,,5,,
1,54303,9,,8,,,,,,,,,5,,
1,54310,10,,,,,,,,,,,5,,
1,54315,9,,,,,,,,,,,5,,
1,54323,10,,,,,,,,,,,5,,
1,54325,9,,8,,,,9,8,307,,,5,,
1,54337,9,,,,,,,,,,,5,,
1,54348,9,,,,,,,,,,,5,,
1,54360,9,,,,,,,,,,,5,,
1,54372,9,,,,,,,,,,,5,,
1,54383,9,,,,,,,,,,,5,,
1,54432,3,,9,,,,,,,,,5,,
1,54444,3,,,,,,,,,,,5,,
1,54456,3,,9,,,,,,,,,5,,
1,54467,3,,9,,,,,,,,,5,,
1,54479,3,,,,,,,,,,,5,,
1,54490,3,,,,,,,,,,,5,,
1,54510,9,,,,,,,,,,,5,,
1,54521,9,,,,,,,,,,,5,,
1,54533,9,,3,,,,,,,,,5,,
1,54544,9,,,,,,,,,,,5,,
1,54554,3,,9,,,,,,,,,5,,
1,54556,9,,,,,,,,,,,5,,
1,54567,3,,,,,,,,,,,5,,
1,54578,3,,,,,,,,,,,5,,
1,54579,9,,,,,,,,,,,5,,
1,54589,3,,,,,,,,,,,5,,
1,54590,9,,,,,,,,,,,5,,
1,54594,10,,3,,,,,,,,,5,,
1,54602,9,,,,,,,,,,,5,,
1,54611,10,,,,,,,,,,,5,,
1,54613,9,,,,,,,,,,,5,,
1,54625,9,,3,,,,9,3,307,10,,5,2,9
1,54636,9,,,,,,,,,,,5,,
1,54638,10,,,,,,,,,,,5,,
1,54648,9,,,,,,,,,,,5,,
1,54659,10,,,,,,,,,,,5,,
1,55267,,,,,,,,,,,1,6,,
1,57872,6,2,,,,,,,,,,6,,
1,57924,,6,,,,,,,,,,6,,
1,57993,8,,,,,,,,,,,6,,
1,58148,,9,,,,,,,,,,6,,
1,58195,,10,,,,,,,,,,6,,
1,58253,,4,,,,,,,,,,6,,
1,58381,,10,,,,,,,,,,6,,
1,58387,,12,,,,,,,,,,6,,
1,58398,2,,,,,,,,,,,6,,
1,58464,6,,,,,,,,,,,6,,
1,58505,,12,,,,,,,,,,6,,
1,58548,10,,,,,,,,,,,6,,
1,58552,,3,,,,,,,,,,6,,
1,58614,,3,,,,,,,,,,6,,
1,58657,,8,,,,,,,,,,6,,
1,58691,12,,,,,,,,,,,6,,
1,58732,,8,,,,,,,,,,6,,
1,58758,,3,,,,,,,,,,6,,
1,58770,,,,2,,,,,,,,6,,
1,58884,,8,,,,,,,,,,6,,
1,58886,,5,,,,,,,,,,6,,
1,58901,8,,,,,,,,,,,6,,
1,58913,,,,2,,,,,,,,6,,
1,58964,,5,,,,,,,,,,6,,
1,58987,9,,,,,,,,,,,6,,
1,59019,,3,,,,,,,,,,6,,
1,59063,,4,,,,,,,,,,6,,
1,59089,,12,,,,,,,,,,6,,
1,59093,8,,,,,,,,,,,6,,
1,59096,,8,,,,,,,,,,6,,
1,59255,,8,,,,,,,,,,6,,
1,59451,,12,,,,,,,,,,6,,
1,59582,12,,,,,,,,,,,6,,
1,59587,6,,,,,,,,,,,6,,
1,59809,,,,2,,,,,,,,6,,
1,59824,2,,,,,,,,,,,6,,
1,59880,,9,,,,,,,,,,6,,
1,59945,,2,,,,,,,,,,6,,
1,60048,2,,,,,,,,,,,6,,
1,60217,,9,,,,,,,,,,6,,
1,60261,,2,,,,,,,,,,6,,
1,60415,,2,,,,,,,,,,6,,
1,60476,,8,,,,,,,,,,6,,
1,60552,9,,,,,,,,,,,6,,
1,60880,,12,,,,,,,,,,6,,
1,60987,,12,,,,,,,,,,6,,
1,61053,9,,,,,,,,,,,6,,
1,61204,,8,,,,,,,,,,6,,
1,61214,6,,,,,,,,,,,6,,
1,61276,,,8,,,,,,,,,6,,
1,61356,9,,,,,,,,,,,6,,
1,61391,,8,,,,,,,,,,6,,
1,61392,9,,,,,,,,,,,6,,
1,61394,2,,,,,,,,,,,6,,
1,61404,9,,,,,,,,,,,6,,
1,61416,9,,,,,,,,,,,6,,
1,61429,9,,,,,,,,,,,6,,
1,61436,,,,2,,,,,,,,6,,
1,61466,,8,,,,,,,,,,6,,
1,61583,,9,,,,,,,,,,6,,
1,61616,,,,2,,,,,,,,6,,
1,61645,,2,,,,,,,,,,6,,
1,61725,,6,,,,,,,,,,6,,
1,61752,3,,,,,,,,,,,6,,
1,61898,,5,,,,,,,,,,6,,
1,61908,,6,,,,,,,,,,6,,
1,62280,,12,,,,,,,,,,6,,
1,62477,,10,,,,,,,,,,6,,
1,62741,,5,,,,,,,,,,6,,
1,63001,9,,,,,,,,,,,6,,
1,63158,12,,,,,,,,,,,6,,
1,63201,,5,,,,,,,,,,6,,
1,63299,9,,,,,,,,,,,6,,
1,63522,,,,8,,,,,,,,6,,
1,63752,,9,,,,,,,,,,6,,
1,63823,,9,,,,,,,,,,6,,
1,64078,5,,,,,,,,,,,6,,
1,64241,,12,,,,,,,,,,6,,
1,64409,9,,,,,,,,,,,6,,
1,64421,9,,,,,,,,,,,6,,
1,64433,9,,3,,,,,,,,,6,,
1,64444,9,,,,,,,,,,,6,,
1,64455,3,,9,,,,3,9,4,,,6,,
1,64820,,7,,,,,,,,,,6,,
1,64877,,4,,,,,,,,,,6,,
1,64912,,10,,,,,,,,,,6,,
1,64916,,5,,,,,,,,,,6,,
1,65003,,4,,,,,,,,,,6,,
1,65070,,4,,,,,,,,,,6,,
1,65100,,6,,,,,,,,,,6,,
1,65250,,7,,,,,,,,,,6,,
1,65267,12,,,,,,,,,,,6,,
1,65333,,6,,,,,,,,,,6,,
1,65520,10,,,,,,,,,,,6,,
1,65615,,4,,,,,,,,,,6,,
1,65632,2,,,,,,,,,,,6,,
1,65656,,12,,,,,,,,,,6,,
1,65854,,,,5,,,,,,,,6,,
1,65899,,2,,,,,,,,,,6,,
1,66318,,4,,,,,,,,,,6,,
1,66435,,8,,,,,,,,,,6,,
1,66544,6,,,,,,,,,,,6,,
1,66566,10,,,,,,,,,,,6,,
1,66760,,4,,,,,,,,,,6,,
1,66761,10,,,,,,,,,,,6,,
1,66765,6,,,,,,,,,,,6,,
1,66832,5,,,,,,,,,,,6,,
1,66899,,7,,,,,,,,,,6,,
1,66983,,,,10,,,,,,,,6,,
1,67014,,6,,,,,,,,,,6,,
1,67049,,3,,,,,,,,,,6,,
1,67374,,3,,,,,,,,,,6,,
1,67407,6,,,,,,,,,,,6,,
1,67421,6,,,,,,,,,,,6,,
1,67434,6,,,,,,,,,,,6,,
1,67444,5,,,,,,,,,,,6,,
1,67447,6,,,,,,,,,,,6,,
1,67459,6,,5,,,,,,,,,6,,
1,67471,6,,,,,,,,,,,6,,
1,67481,5,,6,,,,,,,,,6,,
1,67485,6,,,,,,,,,,,6,,
1,67497,6,,,,,,,,,,,6,,
1,67510,6,,,,,,,,,,,6,,
1,67511,10,,,,,,,,,,,6,,
1,67515,5,,6,,,,5,6,4,,,6,,
1,67523,10,,,,,,,,,,,6,,
1,67536,10,,,,,,,,,,,6,,
1,67548,5,,,,,,,,,,,6,,
1,67550,10,,,,,,,,,,,6,,
1,67562,10,,,,,,,,,,,6,,
1,67572,,12,,,,,,,,,,6,,
1,67574,10,,,,,,,,,,,6,,
1,67650,,12,,,,,,,,,,6,,
1,67764,5,,,,,,,,,,,6,,
1,67775,,12,,,,,,,,,,6,,
1,67795,5,,,,,,,,,,,6,,
1,67821,10,,,,,,,,,,,6,,
1,67830,5,,,,,,,,,,,6,,
1,67834,10,,,,,,,,,,,6,,
1,67835,4,,,,,,,,,,,6,,
1,67846,,12,,,,,,,,,,6,,
1,67847,10,,,,,,,,,,,6,,
1,67860,10,,,,,,,,,,,6,,
1,67873,10,,,,,,,,,,,6,,
1,67879,,,5,,,,,,,,,6,,
1,67886,10,,,,,,,,,,,6,,
1,67898,10,,,,,,,,,,,6,,
1,67911,10,,,,,,,,,,,6,,
1,67924,10,,,,,,,,,,,6,,
1,67988,,12,,,,,,,,,,6,,
1,68084,,4,,,,,,,,,,6,,
1,68185,,3,,,,,,,,,,6,,
1,68237,10,,,,,,,,,,,6,,
1,68251,10,,,,,,,,,,,6,,
1,68263,10,,,,,,,,,,,6,,
1,68276,10,,,,,,,,,,,6,,
1,68289,10,,,,,,,,,,,6,,
1,68301,10,,,,,,,,,,,6,,
1,68314,10,,,,,,,,,,,6,,
1,68315,4,,,,,,,,,,,6,,
1,68327,4,,,,,,,,,,,6,,
1,68339,4,,,,,,,,,,,6,,
1,68350,4,,,,,,,,,,,6,,
1,68362,4,,,,,,,,,,,6,,
1,68373,4,,,,,,,,,,,6,,
1,68374,5,,4,,,,,,,,,6,,
1,68385,4,,,,,,,,,,,6,,
1,68396,4,,,,,,,,,,,6,,
1,68408,4,,,,,,,,,,,6,,
1,68419,4,,,,,,,,,,,6,,
1,68420,10,,,,,,,,,,,6,,
1,68431,4,,,,,,,,,,,6,,
1,68434,10,,5,,,,,,,,,6,,
1,68442,4,,,,,,,,,,,6,,
1,68447,10,,5,,,,,,,,,6,,
1,68454,4,,,,,,,,,,,6,,
1,68459,5,,,,,,,,,,,6,,
1,68460,10,,5,,,,10,5,303,,,6,,
1,68465,4,,,,,,,,,,,6,,
1,68472,10,,,,,,,,,,,6,,
1,68477,4,,,,,,,,,,,6,,
1,68484,10,,,,,,,,,,,6,,
1,68488,4,,,,,,,,,,,6,,
1,68497,10,,,,,,,,,,,6,,
1,68510,10,,,,,,,,,,,6,,
1,68537,3,,,,,,,,,,,6,,
1,68549,3,,,,,,,,,,,6,,
1,68561,3,,,,,,,,,,,6,,
1,68572,3,,2,,,,,,,,,6,,
1,68584,3,,,,,,,,,,,6,,
1,68595,3,,,,,,,,,,,6,,
1,68607,3,,2,,,,,,,,,6,,
1,68619,3,,2,,,,3,2,307,,,6,,
1,68630,3,,,,,,,,,,,6,,
1,68641,3,,,,,,,,,,,6,,
1,68653,3,,,,,,,,,,,6,,
1,68677,,4,,,,,,,,,,6,,
1,68895,7,,,,,,,,,,,6,,
1,68899,4,,,,,,,,,,,6,,
1,68907,7,,4,,,,,,,,,6,,
1,68919,7,,,,,,,,,,,6,,
1,68930,7,,,,,,,,,,,6,,
1,68942,7,,4,,,,,,,,,6,,
1,68953,7,,4,,,,7,4,304,5,,6,,
1,68965,7,,,,,,,,,,,6,,
1,68976,7,,,,,,,,,,,6,,
1,68988,7,,,,,,,,,,,6,,
1,68999,7,,,,,,,,,,,6,,
1,69011,7,,,,,,,,,,,6,,
1,69022,7,,,,,,,,,,,6,,
1,69027,12,,,,,,,,,,,6,,
1,69034,7,,,,,,,,,,,6,,
1,69045,7,,,,,,,,,,,6,,
1,69094,10,,,,,,,,,,,6,,
1,69107,10,,7,,,,,,,,,6,,
1,69120,10,,,,,,,,,,,6,,
1,69133,10,,,,,,,,,,,6,,
1,69139,7,,,,,,,,,,,6,,
1,69146,10,,,,,,,,,,,6,,
1,69151,7,,,,,,,,,,,6,,
1,69158,10,,7,,,,,,,,,6,,
1,69163,7,,,,,,,,,,,6,,
1,69172,10,,,,,,,,,,,6,,
1,69174,7,,,,,,,,,,,6,,
1,69184,10,,7,,,,,,,,,6,,
1,69186,7,,,,,,,,,,,6,,
1,69197,10,,,,,,,,,,,6,,
1,69199,8,,,,,,,,,,,6,,
1,69209,7,,,,,,,,,,,6,,
1,69210,10,,7,,,,10,7,303,,,6,,
1,69222,10,,,,,,,,,,,6,,
1,69235,10,,,,,,,,,,,6,,
1,69249,10,,,,,,,,,,,6,,
1,69353,,12,,,,,,,,,,6,,
1,69408,,12,,,,,,,,,,6,,
1,69474,10,,,,,,,,,,,6,,
1,69487,10,,,,,,,,,,,6,,
1,69505,,12,,,,,,,,,,6,,
1,69644,3,,10,,,,3,10,307,,,6,3,8
1,69666,3,,,,,,,,,,,6,,
1,69695,12,,,,,,,,,,,6,,
1,69759,,8,,,,,,,,,,6,,
1,69848,8,,,,,,,,,,,6,,
1,69869,8,,,,,,,,,,,6,,
1,69874,,8,,,,,,,,,,6,,
1,69895,8,,,,,,,,,,,6,,
1,69920,8,,,,,,,,,,,6,,
1,70087,,8,,,,,,,,,,6,,
1,70156,,8,,,,,,,,,,6,,
1,70284,,,,,,,,,,,1,7,,
1,71447,,,,,,,,,,,,7,,
1,75449,,,,,,,,,,,,7,,
1,78354,,,,,,,,,,,,7,,
1,79671,,,,,,,,,,,,7,,
1,79784,,,,,,,,,,,,7,,
1,80018,,,,,,,,,,,,7,,
1,80405,,,,,,,,,,,,7,,
